ablation,dates,pearson_ic_mean,pearson_ic_median,rank_ic_mean,rank_ic_median,rank_ic_std,icir,positive_ic_ratio,rank_ic_t_stat,rank_ic_change,icir_change
full_gen2,1434,0.02533432461434377,0.018646081384198022,0.04987666852835187,0.04172509679210889,0.1879673650065532,0.26534749011677106,0.592747559274756,10.048229823862561,0.0,0.0
minus_fundamental,1434,0.021600915491886735,0.020139985359850003,0.05109311722514892,0.050084179418437846,0.2150821720674929,0.2375516145016235,0.5836820083682008,8.995650256542783,0.0012164486967970525,-0.02779587561514757
minus_industry_technology,1434,0.024023008982054155,0.017816004747715067,0.04844148112023428,0.04359584081890121,0.18711159287207016,0.25889085960245206,0.5892608089260809,9.803728896919212,-0.0014351874081175858,-0.006456630514318995
minus_liquidity,1434,0.015509895942211941,0.004608473788829658,0.04199560381209715,0.03319013662684982,0.1870759357194674,0.22448426437418603,0.5801952580195258,8.500813327007144,-0.007881064716254715,-0.040863225742585024
minus_price_behavior,1434,0.020965879665637947,0.021616994982694128,0.04603516162388613,0.03552582795716086,0.19840333213561567,0.23202816771453955,0.5843793584379359,8.786487310580602,-0.00384150690446574,-0.03331932240223151
minus_risk,1434,0.02686623148119321,0.00871273879928298,0.03818773161108759,0.025199248493416912,0.13884094276788916,0.27504661701216543,0.5753138075313807,10.415518227807294,-0.011688936917264275,0.009699126895394372
