date,rank_ic,pearson_ic,sample_size
2020-07-06,-0.060622898758758335,-0.06214244391975365,250
2020-07-07,-0.03404106556410999,-0.05473130098741284,247
2020-07-08,0.01212922039633688,-0.039859950043523044,250
2020-07-09,0.058574388436498634,0.0013890145234251262,250
2020-07-10,0.11457171114514896,0.039100311030779315,250
2020-07-13,0.10941095600827998,0.03765456377763002,246
2020-07-14,0.14199908819250218,0.055999666434546826,247
2020-07-15,0.09388469937533421,-0.011129362601321772,247
2020-07-16,-0.011710288662215103,-0.08400866733352473,248
2020-07-17,-0.01997435289046926,-0.06922455273063999,249
2020-07-20,-0.085951085543952,-0.10450337264065013,251
2020-07-21,-0.06274558705459965,-0.10003037572416724,248
2020-07-22,0.06243632144393703,0.018279376829273202,249
2020-07-23,0.09524891818228644,-0.0033252950963124383,251
2020-07-24,0.010484521765376616,-0.06642419587368742,250
2020-07-27,0.02364050666168156,-0.010483240256593772,249
2020-07-28,0.03873200290654458,-0.0025993357518518732,251
2020-07-29,0.15744845138349292,0.10008817390637402,251
2020-07-30,0.12530686796119395,0.09242010206384244,249
2020-07-31,0.09464374481471578,0.09699544366857085,250
2020-08-03,0.16097090464509203,0.1807894227200286,248
2020-08-04,0.04518071363847168,0.06929111102730122,250
2020-08-05,0.12175219808401404,0.17030243414627144,253
2020-08-06,0.151145783990279,0.18758758018026547,253
2020-08-07,0.11294819085191354,0.1306327092170416,252
2020-08-10,0.15840574431162216,0.16082784296614513,252
2020-08-11,0.07785533941778529,0.10591348591191795,252
2020-08-12,0.061305736066281875,0.0769629236142212,252
2020-08-13,0.10189240178969725,0.12067353084544287,253
2020-08-14,0.080210683709731,0.09351426635590986,252
2020-08-17,0.0958983115158414,0.09368458008374161,251
2020-08-18,0.07522718763500215,0.08293634666639549,250
2020-08-19,0.03001480393742684,0.05129923700667837,247
2020-08-20,-0.03514185883790133,-0.02263336363289302,253
2020-08-21,-0.03527672442759083,-0.03345195704798127,250
2020-08-24,0.027392543216584898,0.016600568403249565,249
2020-08-25,-0.0024577872676549216,-0.008252444300636623,248
2020-08-26,-0.04593597579532092,-0.00994070842197589,250
2020-08-27,0.06345892619996206,0.03392577553320223,251
2020-08-28,0.1207657124794001,0.07404919599312884,247
2020-08-31,0.14363400904194254,0.10006659848409237,252
2020-09-01,0.14318022500151908,0.1086482418187409,253
2020-09-02,0.07447415314578268,0.025606793409281504,253
2020-09-03,0.05994323460492095,0.01226503011977352,253
2020-09-04,0.02098739161458997,0.007554012047766893,256
2020-09-07,0.012675069095923907,-0.023894988156541327,252
2020-09-08,-0.06108013455612383,-0.0662188469985125,250
2020-09-09,-0.047596456818373566,-0.08101258417978666,248
2020-09-10,-0.08443461285276598,-0.07619305649289154,251
2020-09-11,0.022307174319610462,0.05915940096597214,252
2020-09-14,0.02608275724506454,0.059583269214117884,252
2020-09-15,0.054480097102486705,0.04206437393724582,253
2020-09-16,0.04176028416454663,0.031072253911952046,250
2020-09-17,0.145410804508356,0.13749560599559854,249
2020-09-18,0.17741551477579404,0.1164572790872807,250
2020-09-21,0.10495799970308045,0.07529439932449548,252
2020-09-22,0.0770833005280417,0.052640939277859546,251
2020-09-23,-0.02238679255176261,-0.023190276582070044,251
2020-09-24,0.07229747675962815,0.047250887034057845,251
2020-09-25,0.022435563276640987,0.025630286700796086,250
2020-09-28,0.012254244458842881,0.021824434124626518,251
2020-09-29,-0.04213318955287299,-0.05913944033840362,251
2020-09-30,-0.008291412097450384,-0.03209869744249625,251
2020-10-09,0.01953713472854301,0.007569817323122083,252
2020-10-12,-0.06315944184053279,-0.08376482124082688,252
2020-10-13,-0.01803579003802298,-0.01513336400974172,251
2020-10-14,-0.013197046249514186,0.009208338988880838,249
2020-10-15,-0.04990024655683209,-0.03613774321968087,251
2020-10-16,-0.04138429124621772,-0.029095474531300514,248
2020-10-19,-0.01441548093340922,-0.034338282603735254,251
2020-10-20,0.007137078555103887,-0.005907749835915668,253
2020-10-21,-0.033710497763327824,-0.007055530523711896,251
2020-10-22,-0.048300780584245154,-0.04564999910791862,253
2020-10-23,-0.09346613545816733,-0.09770838612915211,251
2020-10-26,-0.10979542072673161,-0.11780952517662809,250
2020-10-27,-0.07221172453044962,-0.10256820692116383,251
2020-10-28,-0.05302625642010271,-0.06101046807275208,250
2020-10-29,-0.020544868146461774,-0.01349994228280714,251
2020-10-30,0.06391712725929208,0.013758786377255803,252
2020-11-02,0.11678559777209149,0.051541327803881654,254
2020-11-03,0.05137900543180765,-0.016147356288580886,254
2020-11-04,0.14873452368624454,0.08201956721729384,253
2020-11-05,0.20321349647523215,0.14582854930576597,252
2020-11-06,0.12291208314034276,0.052454438513219084,255
2020-11-09,0.15956126557200523,0.10449364600799356,252
2020-11-10,0.06562019495939912,-0.003409098807492509,252
2020-11-11,-0.01803152728428076,-0.09624322793976307,251
2020-11-12,0.022854124723303657,-0.05194513603206842,251
2020-11-13,0.07049509345655454,-0.04416222297069239,250
2020-11-16,-0.019305095084550517,-0.09126854726820398,249
2020-11-17,-0.02393548696779148,-0.09219784207691598,250
2020-11-18,-0.016220830961866817,-0.12292943271280164,251
2020-11-19,-0.03254979106177577,-0.10765299770670703,253
2020-11-20,-0.025506360369258733,-0.14117254325030246,251
2020-11-23,-0.07736156397589976,-0.14926848288558178,252
2020-11-24,-0.014973554451793958,-0.1340603083312027,250
2020-11-25,-0.021521532915955224,-0.11923583134170135,251
2020-11-26,-0.055489670933347786,-0.11231463139296897,251
2020-11-27,-0.08139622949946872,-0.15056180120133061,252
2020-11-30,-0.0077345441749930265,-0.11639812209833347,252
2020-12-01,0.021652441975420985,-0.0990573789152395,251
2020-12-02,0.021116065343951402,-0.053100888894827634,231
2020-12-03,-0.008826829141999067,-0.06538419152912672,230
2020-12-04,-0.05861934424906157,-0.14183952150495194,232
2020-12-07,-0.19751581345617705,-0.22551760555145428,229
2020-12-08,-0.18273414975422259,-0.1982625418984755,229
2020-12-09,-0.1503165138282056,-0.18445945251480408,230
2020-12-10,-0.18679418694208486,-0.17555688120277455,229
2020-12-11,-0.1748893307885244,-0.16077832742081552,229
2020-12-14,-0.18022157752292686,-0.1744931112429279,231
2020-12-15,-0.23135311222807353,-0.1930506680786602,229
2020-12-16,-0.20699084473529125,-0.1717004858018636,230
2020-12-17,-0.15110496699702097,-0.14182916855371253,231
2020-12-18,-0.1752602880322282,-0.17758104465514865,232
2020-12-21,-0.14273317329407306,-0.13912334807615473,232
2020-12-22,-0.1671273080922333,-0.1429771633593811,232
2020-12-23,-0.1760859829825347,-0.15050650297190885,231
2020-12-24,-0.19169763745855342,-0.1954024020938555,231
2020-12-25,-0.21686461963823284,-0.2108199311529561,231
2020-12-28,-0.2054393635384875,-0.2265842755785514,231
2020-12-29,-0.16946194791116004,-0.19251213218165011,231
2020-12-30,-0.11195570751063368,-0.14692467738008264,230
2020-12-31,-0.09495464406256023,-0.0881775575376063,252
2021-01-04,0.10426863972680706,0.11064410372807625,251
2021-01-05,0.1394894729382864,0.1363314704684795,252
2021-01-06,0.11576525456665372,0.09081244452986069,249
2021-01-07,0.06628906062496999,0.07113347163466438,250
2021-01-08,0.1619419464997154,0.1451447299257666,251
2021-01-11,0.12264506215994568,0.1185565836878193,251
2021-01-12,0.1262986150635553,0.09816516174688433,251
2021-01-13,0.10207689723035566,0.06339204257951901,250
2021-01-14,0.09656198989506413,0.0931219565137026,249
2021-01-15,0.07450680139914496,0.07463542701341938,249
2021-01-18,0.18169041580163783,0.12946464920307413,251
2021-01-19,0.10237331993579857,0.09710271035753813,253
2021-01-20,0.1261259230470268,0.08751816661594493,249
2021-01-21,0.18138031008496133,0.14062547797940395,250
2021-01-22,0.174731525913178,0.13590636197719855,253
2021-01-25,0.13205686245741025,0.07308412235287164,253
2021-01-26,0.08298247975112266,0.051898402650936745,247
2021-01-27,0.07033331182900597,0.02375500776085686,248
2021-01-28,0.13507454519272308,0.05853862455043425,250
2021-01-29,0.06472366886902449,-0.0002752131168223969,249
2021-02-01,0.08644554312869004,0.03803114842479581,250
2021-02-02,0.13756674506792108,0.08954367327135775,250
2021-02-03,0.18908912389796875,0.12970379258360681,248
2021-02-04,0.19584003133440506,0.12422731544746947,245
2021-02-05,0.1929359100147549,0.07994372450785067,249
2021-02-08,0.2428739486149804,0.145206783487358,250
2021-02-09,0.26617654682474917,0.19489875496962183,250
2021-02-10,0.2867903271362372,0.23009527129778198,248
2021-02-18,0.2784722730993798,0.18850125694200728,247
2021-02-19,0.2633856474388173,0.1667252043965607,247
2021-02-22,0.23110921103769919,0.14504746660803916,249
2021-02-23,0.3067151720372413,0.23725016909945648,248
2021-02-24,0.3234605518849592,0.2705337865944882,249
2021-02-25,0.27777044204135837,0.20907149634690483,251
2021-02-26,0.25255188495919156,0.21166893260914577,249
2021-03-01,0.34226972405752043,0.2707263790220676,249
2021-03-02,0.3435542687613882,0.28272360037361627,247
2021-03-03,0.3570668637338064,0.29903571324892064,247
2021-03-04,0.28856578199961913,0.2507688776007456,248
2021-03-05,0.2245235509035252,0.21734408614657302,247
2021-03-08,0.19731910638498085,0.22120399687969747,246
2021-03-09,0.22784761742357992,0.2080731444706544,247
2021-03-10,0.18883107196973867,0.16000055102801755,248
2021-03-11,0.31738029071606916,0.2444608647098376,246
2021-03-12,0.30499326852642816,0.2292388686362866,244
2021-03-15,0.31661368363716286,0.2652520223100878,247
2021-03-16,0.20965352921127484,0.1787858183438085,247
2021-03-17,0.21966349936452215,0.15328425557796496,247
2021-03-18,0.23861328475302435,0.1798619632625408,246
2021-03-19,0.164269146208367,0.13956095609074634,246
2021-03-22,0.11477687846401075,0.09065094309450195,248
2021-03-23,0.0541943256898562,0.025327531296172334,249
2021-03-24,-0.015819067692271434,0.0031224645941455038,248
2021-03-25,-0.05383039271485487,-0.03902579863076511,251
2021-03-26,-0.1162549778964223,-0.09492189459114016,249
2021-03-29,-0.09589854782850876,-0.04384076138401688,248
2021-03-30,-0.16904939916126416,-0.10658132144419792,246
2021-03-31,-0.04838391142171836,-0.044385810162175125,247
2021-04-01,-0.09458672805910558,-0.10400138093345981,247
2021-04-02,-0.06875739334936107,-0.061414428500974325,246
2021-04-06,-0.0792629886820782,-0.07018622413312771,245
2021-04-07,-0.09395574167259477,-0.1188943870277843,246
2021-04-08,-0.121352397406249,-0.1300348938632687,247
2021-04-09,-0.09782290163168483,-0.0611338920392659,244
2021-04-12,-0.07414511645581122,-0.05140786630226922,244
2021-04-13,-0.08926791044062979,-0.0914358045494949,247
2021-04-14,-0.11687854569547393,-0.1216422850812103,247
2021-04-15,-0.104790386580227,-0.0692119134511153,246
2021-04-16,-0.10172081941401942,-0.08904203182328856,246
2021-04-19,-0.09779556937427128,-0.10304251481369052,249
2021-04-20,-0.07765296935688125,-0.1060985313661771,250
2021-04-21,-0.06342667882686122,-0.0863854248990445,250
2021-04-22,-0.07739849077999725,-0.11010922641082348,247
2021-04-23,-0.059766557414193795,-0.11547420838367797,248
2021-04-26,-0.02683134130146082,-0.0741807543440127,251
2021-04-27,-0.015881072677808007,-0.06462801652712272,249
2021-04-28,0.0004807004852439402,-0.07229452736199392,248
2021-04-29,-0.17174559592953487,-0.19281650769126,250
2021-04-30,-0.10971239797901283,-0.09467443099391619,249
2021-05-06,-0.07623394943282029,-0.08962443226178021,248
2021-05-07,-0.10042422930879431,-0.08953155469599323,247
2021-05-10,-0.08124496351845079,-0.06624133903801473,250
2021-05-11,-0.10634081252707794,-0.09473563943549022,248
2021-05-12,-0.1333525299172288,-0.12033787555885295,248
2021-05-13,-0.09893919983027198,-0.06418782509609795,245
2021-05-14,-0.09508762513471093,-0.04952324357782586,247
2021-05-17,-0.13903585751281308,-0.11434249790813047,247
2021-05-18,-0.10431153384277735,-0.04625922296478588,247
2021-05-19,-0.09921667834325876,-0.08475711320995884,248
2021-05-20,-0.12937946148431054,-0.10973454865282332,247
2021-05-21,-0.2012732610325069,-0.1735484980960631,249
2021-05-24,-0.09584754956079297,-0.08283063967500325,250
2021-05-25,-0.009062862677236562,-0.058276565583667596,246
2021-05-26,-0.033769897808041946,-0.04821801953439026,246
2021-05-27,-0.08628967082047911,-0.11177197228981556,248
2021-05-28,-0.09292900207248175,-0.10627557376659166,248
2021-05-31,-0.051955072796858306,-0.07689452117191961,229
2021-06-01,-0.08608988566100051,-0.12069120446319496,228
2021-06-02,-0.06644479926129697,-0.10163783575261917,228
2021-06-03,0.04609403990072238,-0.003479075346905333,228
2021-06-04,0.07027969582204992,-0.01950455226760377,229
2021-06-07,0.09995902990816706,0.012286834438258603,229
2021-06-08,0.08826202559107442,-0.023215081379004788,232
2021-06-09,0.04288620379278356,-0.06658754856459441,229
2021-06-10,0.04943005812472765,-0.05647564564130687,230
2021-06-11,-0.03466217666523997,-0.09751067866358787,228
2021-06-15,-0.03307058414112209,-0.06781456861636133,226
2021-06-16,-0.01502352427011156,-0.06929897027487628,227
2021-06-17,0.06946283971987895,0.057118739132869696,227
2021-06-18,0.09675726927939318,0.044805377601660694,225
2021-06-21,0.18067495744155523,0.1247471910481748,226
2021-06-22,0.13722782368870726,0.04430700250016199,229
2021-06-23,0.07105113267314862,0.007719041646479126,229
2021-06-24,0.10332122748631385,0.037550285949896185,228
2021-06-25,0.10042681829277614,0.04493979813510002,230
2021-06-28,0.1254539692632308,0.07106477878288184,228
2021-06-29,0.09627289495272927,0.07771295541265835,228
2021-06-30,0.11664428002276606,0.0823018562644244,251
2021-07-01,0.06877474560068202,0.03201138076789991,250
2021-07-02,-0.02850903518483115,-0.056495669642356784,253
2021-07-05,-0.014269708381313997,-0.04121951184403838,253
2021-07-06,-0.01625586518654154,-0.0570421328685306,256
2021-07-07,-0.019040069421687317,-0.06875498383715496,254
2021-07-08,-0.031103186038039125,-0.07605616410285819,254
2021-07-09,0.018683441133448178,-0.04834266884452486,254
2021-07-12,0.03890726749135433,-0.02741149281902548,254
2021-07-13,-0.026757179249652614,-0.09341343640406118,255
2021-07-14,-0.01429564387455521,-0.06063616523614177,253
2021-07-15,-0.01573009023720907,-0.06079548296378533,254
2021-07-16,-0.0002910264259204048,-0.03306954310887797,251
2021-07-19,0.03775147747134908,0.010098502543276218,251
2021-07-20,0.030727793544433633,-0.006218033575820422,250
2021-07-21,0.08013233722972682,0.062237727379909,252
2021-07-22,0.02383768234504284,-0.006270578601515786,253
2021-07-23,-0.0659241445660985,-0.06227102845082227,252
2021-07-26,-0.05890790107032778,-0.07143654597791764,249
2021-07-27,-0.07666607337706152,-0.08906177632563485,250
2021-07-28,-0.012868776557541347,-0.042039272732319416,248
2021-07-29,0.0669230676183121,0.07317809143837371,250
2021-07-30,0.14604487115435957,0.14625407309059682,252
2021-08-02,0.09903172850765611,0.09152706271431431,250
2021-08-03,0.06488301593470656,0.036471134898001537,249
2021-08-04,0.18416435462967407,0.1732259454932687,250
2021-08-05,0.16802173458528202,0.15050194025079672,248
2021-08-06,0.2255071143995447,0.20438084158112255,251
2021-08-09,0.18002469740556146,0.1501055651526856,251
2021-08-10,0.1769615235134085,0.14775925491381547,249
2021-08-11,0.17831443888423473,0.13458777889444054,247
2021-08-12,0.1775452338280902,0.12045778485727536,248
2021-08-13,0.12047734276913634,0.05716360489125517,250
2021-08-16,0.11197040409789413,0.05655838231878191,251
2021-08-17,0.06603287583713706,0.0003009048478702932,252
2021-08-18,0.10145604321956532,0.06341333813560986,252
2021-08-19,0.12960901671200933,0.10493671181835407,249
2021-08-20,0.1683411194733223,0.12364594320602591,248
2021-08-23,0.12466403737771221,0.08980624758082156,245
2021-08-24,0.113556606606304,0.08205837518478198,246
2021-08-25,0.09209329113993112,0.07640959484959071,246
2021-08-26,0.012617805125013641,0.018244288894879977,248
2021-08-27,0.02030741836737944,0.01909295748097574,247
2021-08-30,-0.008290676154769906,0.00837088513170812,247
2021-08-31,-0.04476653756194046,-0.024944796669845243,248
2021-09-01,-0.02803837028374167,-0.04559672839593138,248
2021-09-02,0.05519901699946086,0.03064128401783946,247
2021-09-03,0.014727986356477818,-0.016714120891476513,245
2021-09-06,0.03234356781966576,0.0027044152967178547,249
2021-09-07,0.06256949295748414,0.051496087556512304,247
2021-09-08,0.05416073015559537,0.04065146004409363,246
2021-09-09,0.04005312093351858,0.023835116657790454,248
2021-09-10,0.032075539981527255,0.01829654560380666,248
2021-09-13,0.0068270501360279835,-0.02547580052061023,249
2021-09-14,0.01197533263043222,-0.028810771432168206,247
2021-09-15,0.012038426381055865,-0.03155817750675368,252
2021-09-16,-0.02615844073695854,-0.02345162315774094,248
2021-09-17,-0.009872522347454334,-0.013085336793683894,249
2021-09-22,0.026059709530241656,-0.006846240881988058,248
2021-09-23,0.0736444348065758,0.05890728084436356,245
2021-09-24,0.026493372874175386,-0.007454508218706972,247
2021-09-27,0.0013781588637072672,-0.02585872845437904,249
2021-09-28,0.005377829501887737,-0.025883976097059006,246
2021-09-29,0.011920666295071129,-0.014812082003577021,244
2021-09-30,-0.06526647088707979,-0.10888045149323479,244
2021-10-08,-0.08995992826586224,-0.1305248412761651,247
2021-10-11,-0.1117767616575612,-0.16310883996461675,246
2021-10-12,-0.07899183832102605,-0.08549598598685006,249
2021-10-13,-0.10509322125907311,-0.10257271776985491,248
2021-10-14,-0.16967228978602142,-0.185047821822571,248
2021-10-15,-0.19588115009840157,-0.2240701318227686,250
2021-10-18,-0.1965573260785076,-0.25080639409665867,249
2021-10-19,-0.17709288767975126,-0.24542588482034627,249
2021-10-20,-0.1413664982510688,-0.219820117186513,249
2021-10-21,-0.09288146132918773,-0.16852651812493713,249
2021-10-22,-0.08812322933363123,-0.12684895154168305,248
2021-10-25,-0.08164316229059664,-0.14618856023969293,250
2021-10-26,-0.11512976060079284,-0.14956021159509975,250
2021-10-27,-0.06763701275495906,-0.13327214942355506,249
2021-10-28,-0.10043064524497765,-0.15925979603575544,249
2021-10-29,-0.03325172178855161,-0.09976254928453082,248
2021-11-01,-0.021130787234974538,-0.060021038854106645,250
2021-11-02,0.03868442259705136,-0.015436803597832761,249
2021-11-03,0.056062187766237184,0.0025223183002152636,249
2021-11-04,0.09262871021321112,0.07000354512147271,248
2021-11-05,0.04714521686381773,0.041136041346540045,247
2021-11-08,0.07327972457657722,0.08708079756945135,248
2021-11-09,0.11137138194211108,0.12833607225806082,250
2021-11-10,0.04444812074523334,0.035538634708579084,251
2021-11-11,0.0033027619920429655,0.030978914117929322,249
2021-11-12,0.07811029550159986,0.08710973447795851,252
2021-11-15,0.06996067019035614,0.06655203837145528,254
2021-11-16,0.02611933492427157,0.03178320041833739,250
2021-11-17,0.055149291896455274,0.06396515520265157,252
2021-11-18,0.052705029561790594,0.06427929534502692,251
2021-11-19,0.08768818701099218,0.06603828891294168,250
2021-11-22,0.12349450216828212,0.12600934334413522,246
2021-11-23,0.08450027285414577,0.09683039770360719,245
2021-11-24,0.01859051338325842,0.04091942695756635,247
2021-11-25,0.004189410939319118,0.012138814049198008,248
2021-11-26,-0.006644114840836151,-0.0005655896878072403,244
2021-11-29,0.041346527549403565,0.07681525416805751,248
2021-11-30,0.03714178323751848,0.06341717311810421,248
2021-12-01,0.04365458419081106,0.0796760989450684,246
2021-12-02,0.008320400116261853,0.04427195799454204,222
2021-12-03,0.06610224838480633,0.08013369125570473,220
2021-12-06,0.022434424476410364,0.027848546034644133,222
2021-12-07,0.005777439795566061,0.020400993839016376,223
2021-12-08,-0.01763585887633689,-0.011582790852918618,223
2021-12-09,0.05646223385769478,0.03140213628416949,224
2021-12-10,0.051314681368353696,0.05233399393862366,223
2021-12-13,0.06646809588814387,0.05734979937460733,225
2021-12-14,0.08948111799027798,0.08995007775209683,222
2021-12-15,0.1381753884202908,0.12743395212225794,223
2021-12-16,0.16792794975767697,0.15427558341811648,225
2021-12-17,0.1444955115006436,0.14352423793371902,223
2021-12-20,0.04231336874333649,0.06133285977715342,221
2021-12-21,0.04634531758701995,0.03446863094397613,218
2021-12-22,0.04610921375953145,0.01503563272823033,219
2021-12-23,0.08823698629109324,0.06710614933776088,221
2021-12-24,0.12000292394491774,0.07509063751791796,221
2021-12-27,0.13400450654399956,0.08781320446878052,221
2021-12-28,0.1440269924137942,0.11682265343259346,223
2021-12-29,0.09860508717838468,0.09525038697737775,224
2021-12-30,0.1452843537663734,0.11425585053407207,219
2021-12-31,0.1025296623691313,0.07743635737226537,237
2022-01-04,-0.10125962518898772,-0.10308983351737731,239
2022-01-05,-0.08262818855974007,-0.10585641421398458,240
2022-01-06,-0.12117986005816185,-0.13578129154265955,237
2022-01-07,-0.12312277896253196,-0.12312350164779019,238
2022-01-10,-0.08126757748785175,-0.07633717223093363,238
2022-01-11,-0.046645775100262146,-0.005385147209163762,240
2022-01-12,-0.08940693414816228,-0.053988153961300994,240
2022-01-13,-0.025423250198492713,0.00459995816894033,239
2022-01-14,-0.032888259906473045,0.003293421723720592,239
2022-01-17,-0.041927811246723026,-0.006295096936537859,240
2022-01-18,-0.05217774838339553,-0.026733544272426815,238
2022-01-19,0.04190605112337822,0.07643715223393567,239
2022-01-20,0.10567423834106496,0.12300077314595345,238
