test_year,model,sample,dates,pearson_ic_mean,pearson_ic_median,rank_ic_mean,rank_ic_median,rank_ic_std,icir,positive_ic_ratio,rank_ic_t_stat,oos_rank_ic,train_minus_oos_rank_ic
2020,lightgbm,train_in_sample,898,0.1409865219693352,0.14629708947163023,0.17086015854606593,0.1750983523267708,0.16639164639727372,1.0268553875482622,0.8452115812917594,30.771414076530984,0.04987666852835187,0.12098349001771405
2021,lightgbm,train_in_sample,886,0.14849101301859804,0.14892898155457707,0.17396795368982237,0.175495296236067,0.15676238945214543,1.109755690110409,0.8623024830699775,33.032712799207594,0.04987666852835187,0.1240912851614705
2022,lightgbm,train_in_sample,876,0.1464188764418939,0.15147135680641496,0.16476301372144103,0.16912126814860207,0.14717547907281345,1.1195004409662994,0.8778538812785388,33.13418723758884,0.04987666852835187,0.11488634519308916
2023,lightgbm,train_in_sample,870,0.1346183510704733,0.1325031630690875,0.17505640469129316,0.17637372151668004,0.1733637999517981,1.0097633112562465,0.8448275862068966,29.78373871663002,0.04987666852835187,0.12517973616294129
2024,lightgbm,train_in_sample,861,0.12994969209551047,0.12352201338845127,0.1718460536600421,0.17345302046029823,0.17985202807562092,0.955485770712507,0.8257839721254355,28.036629308234208,0.04987666852835187,0.12196938513169023
2025,lightgbm,train_in_sample,850,0.12003491159300013,0.13692461767060457,0.1597015522764076,0.17892824370943058,0.20570890748076548,0.7763472872040811,0.788235294117647,22.634218426903228,0.04987666852835187,0.10982488374805571
