sector,rows,symbols,prediction_dispersion,mean_realized_return,hit_rate,dates,pearson_ic_mean,pearson_ic_median,rank_ic_mean,rank_ic_median,rank_ic_std,icir,positive_ic_ratio,rank_ic_t_stat
finance_real_estate,63024,82,0.039843020084292816,0.0025881086633347096,0.4480039350088855,1434,0.08070220965524266,0.0670682300077419,0.0905196819210196,0.09723820636140279,0.3187910064677928,0.2839467867176634,0.6262203626220363,10.752551567119705
cyclical_manufacturing,125839,163,0.04248855963204389,0.005270310202832185,0.45194256152703055,1434,0.05481275485576279,0.03756858925626925,0.06771872397644958,0.06209216938177334,0.20618593467744722,0.32843522562480937,0.6276150627615062,12.437248333790262
healthcare,33513,50,0.041423150934147925,-0.0008132162217609247,0.4355623191000507,860,0.04808240520749172,0.04498538308015665,0.048086881817935585,0.053272311212814644,0.22229377114983132,0.21632131916788563,0.5976744186046512,6.343786352709196
consumer,24685,30,0.03985986457798993,0.0015215158895024589,0.45716021875632973,197,0.04421713547611353,0.06226864034082119,0.012512089195521459,0.025974025974025972,0.3401692382091032,0.03678195377510954,0.5380710659898477,0.5162593227558375
technology,70747,92,0.04290656543110104,0.010806265023053678,0.4563020340085092,1434,-0.007017155595433471,-0.01569339256955474,0.00748895017434539,0.0008628323706113188,0.22514894304333707,0.03326220444616479,0.5034867503486751,1.2595795595288446
other,21075,47,0.04352117188308495,0.01070503931422625,0.47141162514827994,382,-0.026340216020300414,-0.05553409890445561,0.00116092129921339,-0.022047397047397048,0.2164829022161494,0.005362646598548726,0.45287958115183247,0.10481196402431268
defensive,18436,19,0.03440542387745824,0.004585751767471728,0.48942286830114995,0,,,,,,,,
