horizon,status,dates,pearson_ic_mean,pearson_ic_median,rank_ic_mean,rank_ic_median,rank_ic_std,icir,positive_ic_ratio,rank_ic_t_stat
5,evaluated,1434.0,0.017338500667893032,0.007991885240780223,0.03585453897706152,0.031300959989898444,0.18493598559875846,0.19387540429720576,0.5753138075313807,7.3417111227066645
20,evaluated,1434.0,0.02533432461434377,0.018646081384198022,0.04987666852835187,0.04172509679210889,0.1879673650065532,0.26534749011677106,0.592747559274756,10.048229823862561
10,not_evaluable_no_frozen_same_semantics_label,,,,,,,,,
40,not_evaluable_no_frozen_same_semantics_label,,,,,,,,,
