model,horizon,dates,mean_rank_ic,rank_ic_std,rank_ic_ir,positive_rank_ic_ratio,mean_pearson_ic
v6,5,1455,-0.004693341471870226,0.1720440577824908,-0.027279881283687527,0.48934707903780067,-0.011345719078156555
ridge,5,1455,0.03180602622540119,0.1990318333429882,0.15980371426610135,0.554639175257732,0.009460789607356551
lightgbm_regression,5,1455,0.03323300257448231,0.1869024325020674,0.1778093635785864,0.570446735395189,0.014659704182709206
v6,20,1455,-0.021765830085956863,0.17251804675152035,-0.12616552584383492,0.4542955326460481,-0.025926167940165022
ridge,20,1455,0.04218041821677145,0.20519418915464174,0.20556341478550724,0.5718213058419244,0.016626368199275512
lightgbm_regression,20,1455,0.04373269664948378,0.19360237028987864,0.2258892625333218,0.584192439862543,0.02018884987601437
