test_year,horizon,factor_name,neutralization,ic_dates,mean_rank_ic,rank_ic_std,rank_ic_ir,positive_ratio
2020,5,revenue_growth_rank,raw,243,0.025298979598705792,0.125176292079151,0.2021067981683691,0.6255144032921811
2020,5,profit_growth_rank,raw,243,0.03230400572040056,0.12530752021558283,0.25779782143022045,0.6172839506172839
2020,5,operating_cash_margin_rank,raw,243,0.015637556182770247,0.0836084469604695,0.187033209577063,0.5925925925925926
2020,5,gross_margin_rank,raw,243,0.043020223769997534,0.14112015638574843,0.30484818662192253,0.6296296296296297
2020,5,fundamental_coverage,raw,243,0.02340443499023967,0.1745804834519691,0.13406100457201872,0.6008230452674898
2020,5,book_to_price_rank,raw,243,-0.0632288459688927,0.19652596931732164,-0.3217327775485993,0.35802469135802467
2020,5,earnings_yield_rank,raw,243,-0.0347671066580218,0.1531366354953541,-0.2270332409064621,0.37448559670781895
2020,5,quality,raw,243,0.05727587169015442,0.1727237161383755,0.3316039798742435,0.6584362139917695
2020,5,growth,raw,243,0.031543949005806045,0.13209687736617573,0.23879405505071447,0.6296296296296297
2020,5,momentum,raw,243,0.003462243740455049,0.18620504824339426,0.018593715761827497,0.5308641975308642
2020,5,short_reversal,raw,243,0.01197064403608526,0.1730663292839494,0.0691679547697869,0.48559670781893005
