model,horizon,test_year,broad_sector,dates,mean_rank_ic,rank_ic_std,rank_ic_ir,positive_rank_ic_ratio,mean_pearson_ic
lightgbm_lambdarank,20,2022,healthcare,242,-0.027002409909863682,0.27999501498673,-0.09643889521084303,0.4297520661157025,-0.02027888832637637
lightgbm_lambdarank,20,2022,technology,242,-0.01672515615196225,0.17750224969854367,-0.09422503760018244,0.47107438016528924,-0.000615518290053372
v6,1,2023,cyclical_manufacturing,242,-0.05768075278450238,0.25322193809436383,-0.22778734425058975,0.371900826446281,-0.04481356148562394
v6,1,2023,finance_real_estate,242,0.013814625196327548,0.26007974944481593,0.05311688136357096,0.5371900826446281,0.00487149378869461
v6,1,2023,healthcare,129,0.004977230057945418,0.2587253108387083,0.019237507307695408,0.5038759689922481,0.014599150562042017
v6,1,2023,technology,242,-0.029759603793390217,0.21076828349767823,-0.1411958350636662,0.47107438016528924,-0.017049129410565873
ridge,1,2023,cyclical_manufacturing,242,0.016575231067113394,0.17936009294779068,0.09241314940630757,0.5578512396694215,-0.0020090191111694065
ridge,1,2023,finance_real_estate,242,0.04329037373471691,0.2464300246263558,0.17567004588972066,0.5413223140495868,0.03554959125596
ridge,1,2023,healthcare,129,0.030792653091441823,0.2674901473665029,0.11511696185673383,0.5271317829457365,0.02518816920461978
ridge,1,2023,technology,242,0.015211110211509801,0.22261138078703616,0.06833033494393394,0.5082644628099173,0.009068078874331519
lightgbm_regression,1,2023,cyclical_manufacturing,242,-0.005958814767362028,0.18206299487406474,-0.03272941198997531,0.5165289256198347,-0.018199473592875975
lightgbm_regression,1,2023,finance_real_estate,242,0.04369489968111041,0.2659471136000064,0.16429920629568873,0.5619834710743802,0.04203244805297867
lightgbm_regression,1,2023,healthcare,129,0.017051177143777317,0.2856465487685871,0.05969327204296493,0.5271317829457365,0.016911751289336273
lightgbm_regression,1,2023,technology,242,0.017944618865777136,0.19945172457239313,0.08996973530436407,0.5289256198347108,0.01536268877874065
lightgbm_lambdarank,1,2023,cyclical_manufacturing,242,-0.08326806816135576,0.2170674944215612,-0.38360450229200593,0.3347107438016529,-0.05601869309107875
lightgbm_lambdarank,1,2023,finance_real_estate,242,-0.0311787359000276,0.27446350626011334,-0.11359883987811124,0.4090909090909091,-0.02717830255153622
lightgbm_lambdarank,1,2023,healthcare,129,-0.04964700650202531,0.30356641739235646,-0.16354577995976766,0.43410852713178294,-0.02369002105429888
lightgbm_lambdarank,1,2023,technology,242,-0.040804115082207916,0.23668965214587764,-0.17239501056454862,0.43388429752066116,-0.01858058236528781
