symbol,industry_effective_date,industry,industry_code,industry_source
300058,2011-10-10,传媒,S720201,cninfo:申银万国行业分类
300058,2021-07-30,传媒,S720501,cninfo:申银万国行业分类
300059,2010-03-10,信息服务,S470303,cninfo:申银万国行业分类
300059,2011-10-10,传媒,S720301,cninfo:申银万国行业分类
300059,2020-07-23,非银金融,S490101,cninfo:申银万国行业分类
300059,2020-07-24,非银金融,S490101,cninfo:申银万国行业分类
300070,2010-04-12,公用事业,S410201,cninfo:申银万国行业分类
300070,2013-07-01,公用事业,S410401,cninfo:申银万国行业分类
300070,2021-07-30,环保,S760102,cninfo:申银万国行业分类
300072,2010-04-16,化工,S220309,cninfo:申银万国行业分类
300072,2017-07-03,公用事业,S410401,cninfo:申银万国行业分类
300072,2019-07-08,化工,S220309,cninfo:申银万国行业分类
300072,2021-07-30,环保,S760101,cninfo:申银万国行业分类
300072,2023-08-21,基础化工,S220309,cninfo:申银万国行业分类
300085,2010-05-12,信息服务,S470303,cninfo:申银万国行业分类
300085,2011-10-10,信息服务,S470302,cninfo:申银万国行业分类
300085,2014-01-01,计算机,S710201,cninfo:申银万国行业分类
300085,2021-07-30,计算机,S710401,cninfo:申银万国行业分类
300122,2010-09-25,医药生物,S370301,cninfo:申银万国行业分类
300122,2021-07-30,医药生物,S370303,cninfo:申银万国行业分类
300124,2010-09-08,机械设备,S260404,cninfo:申银万国行业分类
300124,2011-10-10,机械设备,S260402,cninfo:申银万国行业分类
300124,2014-01-01,电气设备,S630202,cninfo:申银万国行业分类
300124,2021-07-30,机械设备,S640702,cninfo:申银万国行业分类
300133,2010-10-12,传媒,S720102,cninfo:申银万国行业分类
300133,2021-07-30,传媒,S720601,cninfo:申银万国行业分类
300136,2010-10-25,通信,S730201,cninfo:申银万国行业分类
300136,2014-07-01,电子,S270502,cninfo:申银万国行业分类
300136,2021-07-30,电子,S270504,cninfo:申银万国行业分类
300142,2010-11-01,医药生物,S370301,cninfo:申银万国行业分类
300142,2021-07-30,医药生物,S370303,cninfo:申银万国行业分类
300144,2010-11-29,休闲服务,S460101,cninfo:申银万国行业分类
300144,2021-07-30,社会服务,S461002,cninfo:申银万国行业分类
300146,2010-12-06,医药生物,S370301,cninfo:申银万国行业分类
300146,2012-07-02,食品饮料,S340404,cninfo:申银万国行业分类
300146,2021-07-30,食品饮料,S340407,cninfo:申银万国行业分类
300168,2011-01-14,信息服务,S470302,cninfo:申银万国行业分类
300168,2014-01-01,计算机,S710202,cninfo:申银万国行业分类
300168,2021-07-30,计算机,S710301,cninfo:申银万国行业分类
300182,2011-02-10,信息服务,S470303,cninfo:申银万国行业分类
300182,2011-10-10,信息服务,S470302,cninfo:申银万国行业分类
300182,2014-01-01,计算机,S710201,cninfo:申银万国行业分类
300182,2019-07-08,传媒,S720102,cninfo:申银万国行业分类
300182,2021-07-30,传媒,S720601,cninfo:申银万国行业分类
300207,2011-04-13,电子,S270401,cninfo:申银万国行业分类
300207,2011-10-10,电子,S270501,cninfo:申银万国行业分类
300207,2018-07-16,电子,S270502,cninfo:申银万国行业分类
300207,2021-07-30,电力设备,S630701,cninfo:申银万国行业分类
300223,2011-01-23,电子,S270101,cninfo:申银万国行业分类
300223,2021-07-30,电子,S270104,cninfo:申银万国行业分类
300251,2011-07-26,传媒,S720102,cninfo:申银万国行业分类
300251,2021-07-30,传媒,S720601,cninfo:申银万国行业分类
300274,2011-10-24,机械设备,S260403,cninfo:申银万国行业分类
300274,2014-01-01,电气设备,S630303,cninfo:申银万国行业分类
300274,2021-07-30,电力设备,S630503,cninfo:申银万国行业分类
300296,2012-01-05,电子,S270302,cninfo:申银万国行业分类
300296,2012-03-05,电子,S270302,cninfo:申银万国行业分类
300308,2012-03-26,电气设备,S630101,cninfo:申银万国行业分类
300308,2018-07-16,通信,S730202,cninfo:申银万国行业分类
300308,2021-07-30,通信,S730204,cninfo:申银万国行业分类
300315,2012-04-27,信息服务,S470202,cninfo:申银万国行业分类
300315,2014-01-01,传媒,S720302,cninfo:申银万国行业分类
300315,2021-07-30,传媒,S720401,cninfo:申银万国行业分类
300316,2012-04-27,机械设备,S260403,cninfo:申银万国行业分类
300316,2014-01-01,电气设备,S630303,cninfo:申银万国行业分类
300316,2021-07-30,电力设备,S630505,cninfo:申银万国行业分类
300347,2012-08-07,医药生物,S370601,cninfo:申银万国行业分类
300347,2021-07-30,医药生物,S370603,cninfo:申银万国行业分类
300394,2015-02-02,电子,S270203,cninfo:申银万国行业分类
300394,2018-07-16,通信,S730202,cninfo:申银万国行业分类
300394,2021-07-30,通信,S730204,cninfo:申银万国行业分类
300408,2014-01-25,电子,S270203,cninfo:申银万国行业分类
300408,2014-11-25,电子,S270203,cninfo:申银万国行业分类
300413,2015-01-06,商业贸易,S450303,cninfo:申银万国行业分类
300413,2019-07-08,传媒,S720301,cninfo:申银万国行业分类
300413,2021-07-30,传媒,S720701,cninfo:申银万国行业分类
300418,2015-01-06,传媒,S720302,cninfo:申银万国行业分类
300418,2021-07-30,传媒,S720401,cninfo:申银万国行业分类
300433,2015-03-03,电子,S270502,cninfo:申银万国行业分类
300433,2021-07-30,电子,S270504,cninfo:申银万国行业分类
300442,2015-04-03,机械设备,S640208,cninfo:申银万国行业分类
300442,2023-07-04,通信,S730104,cninfo:申银万国行业分类
300450,2015-04-24,机械设备,S640106,cninfo:申银万国行业分类
300450,2019-07-08,机械设备,S640209,cninfo:申银万国行业分类
300450,2021-07-30,电力设备,S630703,cninfo:申银万国行业分类
300454,2018-04-25,计算机,S710202,cninfo:申银万国行业分类
300454,2018-05-05,计算机,S710201,cninfo:申银万国行业分类
300454,2021-07-30,计算机,S710402,cninfo:申银万国行业分类
300476,2015-01-15,电子,S270202,cninfo:申银万国行业分类
300476,2015-05-25,电子,S270202,cninfo:申银万国行业分类
300496,2015-06-25,计算机,S710202,cninfo:申银万国行业分类
300496,2021-07-30,计算机,S710301,cninfo:申银万国行业分类
300498,2015-10-29,农林牧渔,S110701,cninfo:申银万国行业分类
300498,2021-07-30,农林牧渔,S110702,cninfo:申银万国行业分类
300502,2016-02-19,电子,S270401,cninfo:申银万国行业分类
300502,2018-07-16,通信,S730201,cninfo:申银万国行业分类
300502,2021-07-30,通信,S730204,cninfo:申银万国行业分类
300529,2016-07-14,医药生物,S370501,cninfo:申银万国行业分类
300529,2021-07-30,医药生物,S370503,cninfo:申银万国行业分类
300558,2016-10-19,医药生物,S370102,cninfo:申银万国行业分类
300595,2017-01-04,医药生物,S370501,cninfo:申银万国行业分类
300595,2021-07-30,医药生物,S370503,cninfo:申银万国行业分类
300601,2017-01-12,医药生物,S370301,cninfo:申银万国行业分类
300601,2021-07-30,医药生物,S370303,cninfo:申银万国行业分类
300628,2017-03-02,通信,S730202,cninfo:申银万国行业分类
300628,2019-07-08,通信,S730201,cninfo:申银万国行业分类
300628,2021-07-30,通信,S730206,cninfo:申银万国行业分类
300661,2017-05-18,电子,S270101,cninfo:申银万国行业分类
300661,2021-07-30,电子,S270105,cninfo:申银万国行业分类
300676,2017-06-27,医药生物,S370501,cninfo:申银万国行业分类
300676,2021-07-30,医药生物,S370504,cninfo:申银万国行业分类
300676,2022-07-29,医药生物,S370602,cninfo:申银万国行业分类
300677,2017-07-03,医药生物,S370501,cninfo:申银万国行业分类
300677,2021-07-30,医药生物,S370503,cninfo:申银万国行业分类
300750,2018-05-22,电气设备,S630305,cninfo:申银万国行业分类
300750,2021-07-30,电力设备,S630701,cninfo:申银万国行业分类
300751,2018-10-29,电气设备,S630303,cninfo:申银万国行业分类
300751,2019-04-03,机械设备,S640209,cninfo:申银万国行业分类
300751,2021-07-30,电力设备,S630505,cninfo:申银万国行业分类
300759,2019-01-07,医药生物,S370601,cninfo:申银万国行业分类
300759,2021-07-30,医药生物,S370603,cninfo:申银万国行业分类
300760,2018-09-14,医药生物,S370501,cninfo:申银万国行业分类
300760,2021-07-30,医药生物,S370502,cninfo:申银万国行业分类
300763,2019-03-06,电气设备,S630303,cninfo:申银万国行业分类
300763,2021-07-30,电力设备,S630503,cninfo:申银万国行业分类
300769,2019-04-01,化工,S220309,cninfo:申银万国行业分类
300769,2021-07-30,电力设备,S630702,cninfo:申银万国行业分类
300782,2019-05-27,电子,S270101,cninfo:申银万国行业分类
300782,2021-07-30,电子,S270105,cninfo:申银万国行业分类
300803,2019-10-29,计算机,S710201,cninfo:申银万国行业分类
300803,2021-07-30,计算机,S710401,cninfo:申银万国行业分类
300832,2020-04-20,医药生物,S370501,cninfo:申银万国行业分类
300832,2021-07-30,医药生物,S370504,cninfo:申银万国行业分类
300866,2020-07-30,电子,S270401,cninfo:申银万国行业分类
300866,2021-07-30,电子,S270503,cninfo:申银万国行业分类
300888,2020-08-28,纺织服装,S350102,cninfo:申银万国行业分类
300888,2021-07-30,美容护理,S770101,cninfo:申银万国行业分类
300896,2020-09-09,医药生物,S370501,cninfo:申银万国行业分类
300896,2021-07-30,美容护理,S770301,cninfo:申银万国行业分类
300919,2020-12-03,化工,S220309,cninfo:申银万国行业分类
300919,2021-07-30,电力设备,S630702,cninfo:申银万国行业分类
300957,2021-03-08,化工,S220304,cninfo:申银万国行业分类
300957,2021-07-30,美容护理,S770202,cninfo:申银万国行业分类
300979,2021-03-30,纺织服装,S350205,cninfo:申银万国行业分类
300979,2021-07-30,纺织服饰,S350107,cninfo:申银万国行业分类
300999,2020-09-18,农林牧渔,S110502,cninfo:申银万国行业分类
301165,2021-08-20,计算机,S710201,cninfo:申银万国行业分类
301165,2022-10-31,通信,S730207,cninfo:申银万国行业分类
301165,2022-11-04,通信,S730204,cninfo:申银万国行业分类
301236,2021-02-25,计算机,S710301,cninfo:申银万国行业分类
301236,2021-07-22,计算机,S710202,cninfo:申银万国行业分类
301269,2021-08-26,计算机,S710201,cninfo:申银万国行业分类
301269,2022-07-11,计算机,S710401,cninfo:申银万国行业分类
301308,2022-07-15,计算机,S710103,cninfo:申银万国行业分类
301308,2022-07-25,电子,S270104,cninfo:申银万国行业分类
302132,2010-08-10,机械设备,S640301,cninfo:申银万国行业分类
302132,2021-07-30,国防军工,S650501,cninfo:申银万国行业分类
600000,1999-11-10,金融服务,S440101,cninfo:申银万国行业分类
600000,2008-06-02,银行,S480101,cninfo:申银万国行业分类
600000,2021-07-30,银行,S480301,cninfo:申银万国行业分类
600004,2003-04-28,交通运输,S420501,cninfo:申银万国行业分类
600004,2021-07-30,交通运输,S421002,cninfo:申银万国行业分类
600006,1999-07-27,交运设备,S310102,cninfo:申银万国行业分类
600006,2008-06-02,汽车,S280102,cninfo:申银万国行业分类
600006,2021-07-30,汽车,S280601,cninfo:申银万国行业分类
600008,2000-04-24,公用事业,S410401,cninfo:申银万国行业分类
600008,2004-04-01,公用事业,S410201,cninfo:申银万国行业分类
600008,2021-07-30,环保,S760102,cninfo:申银万国行业分类
600009,1998-02-18,交通运输,S420501,cninfo:申银万国行业分类
600009,2021-07-30,交通运输,S421002,cninfo:申银万国行业分类
600010,2001-02-22,钢铁,S230101,cninfo:申银万国行业分类
600010,2021-07-30,钢铁,S230402,cninfo:申银万国行业分类
600011,2001-12-06,公用事业,S410101,cninfo:申银万国行业分类
600015,2003-09-10,金融服务,S440101,cninfo:申银万国行业分类
600015,2008-06-02,银行,S480101,cninfo:申银万国行业分类
600015,2021-07-30,银行,S480301,cninfo:申银万国行业分类
600016,2000-12-19,金融服务,S440101,cninfo:申银万国行业分类
600016,2008-06-02,银行,S480101,cninfo:申银万国行业分类
600016,2021-07-30,银行,S480301,cninfo:申银万国行业分类
600017,2006-10-17,交通运输,S420101,cninfo:申银万国行业分类
600017,2021-07-30,交通运输,S421102,cninfo:申银万国行业分类
600018,2000-07-19,交通运输,S420101,cninfo:申银万国行业分类
600018,2021-07-30,交通运输,S421102,cninfo:申银万国行业分类
600019,2000-12-12,钢铁,S230101,cninfo:申银万国行业分类
600019,2021-07-30,钢铁,S230402,cninfo:申银万国行业分类
600021,2003-10-27,公用事业,S410101,cninfo:申银万国行业分类
600022,2004-06-28,钢铁,S230101,cninfo:申银万国行业分类
600022,2021-07-30,钢铁,S230402,cninfo:申银万国行业分类
600023,2013-01-19,公用事业,S410101,cninfo:申银万国行业分类
600023,2013-12-19,公用事业,S410101,cninfo:申银万国行业分类
600025,2017-11-06,公用事业,S410102,cninfo:申银万国行业分类
600026,2002-05-23,交通运输,S420601,cninfo:申银万国行业分类
600026,2021-07-30,交通运输,S421101,cninfo:申银万国行业分类
600027,2005-02-03,公用事业,S410101,cninfo:申银万国行业分类
600028,2001-08-08,化工,S220101,cninfo:申银万国行业分类
600028,2021-07-30,石油石化,S750301,cninfo:申银万国行业分类
600029,2003-07-23,交通运输,S420401,cninfo:申银万国行业分类
600029,2021-07-30,交通运输,S421001,cninfo:申银万国行业分类
600030,2003-01-06,金融服务,S440301,cninfo:申银万国行业分类
600030,2008-06-02,非银金融,S490101,cninfo:申银万国行业分类
600031,2003-06-26,机械设备,S260202,cninfo:申银万国行业分类
600031,2008-06-02,机械设备,S640201,cninfo:申银万国行业分类
600031,2021-07-30,机械设备,S640601,cninfo:申银万国行业分类
600033,2001-02-09,交通运输,S420201,cninfo:申银万国行业分类
600033,2021-07-30,交通运输,S420901,cninfo:申银万国行业分类
600036,2002-04-09,金融服务,S440101,cninfo:申银万国行业分类
600036,2008-06-02,银行,S480101,cninfo:申银万国行业分类
600036,2021-07-30,银行,S480301,cninfo:申银万国行业分类
600037,2001-02-08,信息服务,S470204,cninfo:申银万国行业分类
600037,2008-06-02,传媒,S720103,cninfo:申银万国行业分类
600037,2021-07-30,传媒,S721001,cninfo:申银万国行业分类
600038,2000-12-18,交运设备,S310303,cninfo:申银万国行业分类
600038,2007-07-02,交运设备,S310304,cninfo:申银万国行业分类
600038,2014-01-01,国防军工,S650201,cninfo:申银万国行业分类
600039,2003-03-25,建筑建材,S250201,cninfo:申银万国行业分类
600039,2011-10-10,建筑建材,S250204,cninfo:申银万国行业分类
600039,2014-01-01,建筑装饰,S620302,cninfo:申银万国行业分类
600039,2021-07-30,建筑装饰,S620306,cninfo:申银万国行业分类
600048,2006-07-11,房地产,S430101,cninfo:申银万国行业分类
600050,2002-10-01,信息服务,S470101,cninfo:申银万国行业分类
600050,2008-06-02,通信,S730101,cninfo:申银万国行业分类
600050,2021-07-30,通信,S730102,cninfo:申银万国行业分类
600058,1997-05-28,商贸零售,S450201,cninfo:申银万国行业分类
600060,1997-04-22,家用电器,S330201,cninfo:申银万国行业分类
600061,1997-05-19,化工,S220401,cninfo:申银万国行业分类
600061,2016-07-01,非银金融,S490101,cninfo:申银万国行业分类
600061,2021-07-30,非银金融,S490302,cninfo:申银万国行业分类
600061,2025-08-11,非银金融,S490101,cninfo:申银万国行业分类
600062,1997-05-22,医药生物,S370103,cninfo:申银万国行业分类
600062,2008-01-02,医药生物,S370102,cninfo:申银万国行业分类
600066,1997-05-08,交运设备,S310103,cninfo:申银万国行业分类
600066,2008-06-02,汽车,S280103,cninfo:申银万国行业分类
600066,2021-07-30,汽车,S280602,cninfo:申银万国行业分类
600079,1997-06-06,医药生物,S370501,cninfo:申银万国行业分类
600079,2007-07-02,医药生物,S370501,cninfo:申银万国行业分类
600079,2008-06-02,医药生物,S370501,cninfo:申银万国行业分类
600079,2011-01-10,医药生物,S370102,cninfo:申银万国行业分类
600079,2011-10-10,医药生物,S370102,cninfo:申银万国行业分类
600085,1997-06-25,医药生物,S370201,cninfo:申银万国行业分类
600089,1997-06-18,机械设备,S260404,cninfo:申银万国行业分类
600089,2014-01-01,电气设备,S630401,cninfo:申银万国行业分类
600089,2021-07-30,电力设备,S630801,cninfo:申银万国行业分类
600096,1997-07-08,化工,S220301,cninfo:申银万国行业分类
600096,2017-07-03,化工,S220302,cninfo:申银万国行业分类
600096,2021-07-30,基础化工,S220802,cninfo:申银万国行业分类
600098,1997-07-18,公用事业,S410101,cninfo:申银万国行业分类
600100,1997-06-27,信息设备,S320201,cninfo:申银万国行业分类
600100,2008-06-02,计算机,S710101,cninfo:申银万国行业分类
600100,2021-07-30,计算机,S710103,cninfo:申银万国行业分类
600104,1997-11-25,交运设备,S310101,cninfo:申银万国行业分类
600104,2008-06-02,汽车,S280101,cninfo:申银万国行业分类
600104,2021-07-30,汽车,S280502,cninfo:申银万国行业分类
600108,1997-08-18,农林牧渔,S110601,cninfo:申银万国行业分类
600108,2007-07-02,农林牧渔,S110601,cninfo:申银万国行业分类
600108,2008-06-02,农林牧渔,S110601,cninfo:申银万国行业分类
600108,2011-01-10,农林牧渔,S110103,cninfo:申银万国行业分类
600108,2011-10-10,农林牧渔,S110103,cninfo:申银万国行业分类
600109,1997-08-07,商业贸易,S450101,cninfo:申银万国行业分类
600109,2007-07-02,金融服务,S440301,cninfo:申银万国行业分类
600109,2008-06-02,非银金融,S490101,cninfo:申银万国行业分类
600111,1997-09-24,有色金属,S240201,cninfo:申银万国行业分类
600111,2007-07-02,有色金属,S240201,cninfo:申银万国行业分类
600111,2014-01-01,有色金属,S240501,cninfo:申银万国行业分类
600115,1997-11-05,交通运输,S420401,cninfo:申银万国行业分类
600115,2021-07-30,交通运输,S421001,cninfo:申银万国行业分类
600118,1997-09-08,综合,S510101,cninfo:申银万国行业分类
600118,2014-01-01,国防军工,S650101,cninfo:申银万国行业分类
600123,1998-12-17,采掘,S210201,cninfo:申银万国行业分类
600123,2021-07-30,煤炭,S740102,cninfo:申银万国行业分类
600125,1998-05-11,交通运输,S420701,cninfo:申银万国行业分类
600125,2021-07-30,交通运输,S420903,cninfo:申银万国行业分类
600132,1997-10-30,食品饮料,S340302,cninfo:申银万国行业分类
600132,2021-07-30,食品饮料,S340601,cninfo:申银万国行业分类
600143,2004-06-22,化工,S220501,cninfo:申银万国行业分类
600143,2007-07-02,化工,S220501,cninfo:申银万国行业分类
600143,2008-06-02,化工,S220501,cninfo:申银万国行业分类
600143,2011-01-10,基础化工,S220503,cninfo:申银万国行业分类
600143,2011-10-10,化工,S220503,cninfo:申银万国行业分类
600150,1998-05-20,机械设备,S260104,cninfo:申银万国行业分类
600150,2007-07-02,交运设备,S310305,cninfo:申银万国行业分类
600150,2008-06-02,国防军工,S650401,cninfo:申银万国行业分类
600151,1998-06-05,交运设备,S310201,cninfo:申银万国行业分类
600151,2007-07-02,综合,S510101,cninfo:申银万国行业分类
600151,2008-06-02,综合,S510101,cninfo:申银万国行业分类
600151,2014-01-01,电气设备,S630303,cninfo:申银万国行业分类
600151,2021-07-30,电力设备,S630502,cninfo:申银万国行业分类
600151,2026-07-01,汽车,S280203,cninfo:申银万国行业分类
600153,1998-06-16,商业贸易,S450201,cninfo:申银万国行业分类
600153,2007-07-02,商业贸易,S450201,cninfo:申银万国行业分类
600153,2008-06-02,商业贸易,S450201,cninfo:申银万国行业分类
600153,2012-07-02,交通运输,S420801,cninfo:申银万国行业分类
600153,2021-07-30,交通运输,S420802,cninfo:申银万国行业分类
600157,1998-05-13,化工,S220103,cninfo:申银万国行业分类
600157,2007-07-02,房地产,S430101,cninfo:申银万国行业分类
600157,2008-06-02,房地产,S430101,cninfo:申银万国行业分类
600157,2009-06-01,化工,S220103,cninfo:申银万国行业分类
600157,2012-07-02,采掘,S210201,cninfo:申银万国行业分类
600157,2021-07-30,煤炭,S740102,cninfo:申银万国行业分类
600157,2026-07-01,公用事业,S410110,cninfo:申银万国行业分类
600158,1998-03-27,综合,S510101,cninfo:申银万国行业分类
600158,2007-07-02,综合,S510101,cninfo:申银万国行业分类
600158,2010-06-01,房地产,S430101,cninfo:申银万国行业分类
600158,2016-07-01,传媒,S720104,cninfo:申银万国行业分类
600158,2021-07-30,社会服务,S460601,cninfo:申银万国行业分类
600160,1998-06-26,化工,S220701,cninfo:申银万国行业分类
600160,2011-01-10,基础化工,S220311,cninfo:申银万国行业分类
600160,2011-10-10,化工,S220311,cninfo:申银万国行业分类
600161,1998-06-16,医药生物,S370301,cninfo:申银万国行业分类
600161,2021-07-30,医药生物,S370302,cninfo:申银万国行业分类
600166,1998-06-02,交运设备,S310102,cninfo:申银万国行业分类
600166,2008-06-02,汽车,S280102,cninfo:申银万国行业分类
600166,2021-07-30,汽车,S280601,cninfo:申银万国行业分类
600169,1998-09-04,机械设备,S260204,cninfo:申银万国行业分类
600169,2014-01-01,机械设备,S640203,cninfo:申银万国行业分类
600169,2016-07-01,机械设备,S640202,cninfo:申银万国行业分类
600170,1998-06-23,建筑建材,S250201,cninfo:申银万国行业分类
600170,2011-10-10,建筑装饰,S620101,cninfo:申银万国行业分类
600176,1999-01-01,化工,S220701,cninfo:申银万国行业分类
600176,2011-10-10,化工,S220314,cninfo:申银万国行业分类
600176,2021-07-30,建筑材料,S610202,cninfo:申银万国行业分类
600177,1998-11-19,纺织服装,S350201,cninfo:申银万国行业分类
600177,2011-10-10,纺织服装,S350202,cninfo:申银万国行业分类
600177,2018-07-16,房地产,S430101,cninfo:申银万国行业分类
600177,2021-07-30,纺织服饰,S350209,cninfo:申银万国行业分类
600183,1998-10-28,电子元器件,S270201,cninfo:申银万国行业分类
600183,2011-01-10,电子,S270202,cninfo:申银万国行业分类
600183,2011-10-10,电子,S270202,cninfo:申银万国行业分类
600188,1998-07-01,采掘,S210201,cninfo:申银万国行业分类
600188,2021-07-30,煤炭,S740101,cninfo:申银万国行业分类
600196,1998-08-07,医药生物,S370301,cninfo:申银万国行业分类
600196,2021-07-30,医药生物,S370102,cninfo:申银万国行业分类
600208,1999-06-23,轻工制造,S360301,cninfo:申银万国行业分类
600208,2007-07-02,房地产,S430101,cninfo:申银万国行业分类
600219,1999-12-23,纺织服装,S350101,cninfo:申银万国行业分类
600219,2005-07-01,有色金属,S240101,cninfo:申银万国行业分类
600219,2007-07-02,有色金属,S240102,cninfo:申银万国行业分类
600219,2014-01-01,有色金属,S240301,cninfo:申银万国行业分类
600221,1999-11-25,交通运输,S420401,cninfo:申银万国行业分类
600221,2021-07-30,交通运输,S421001,cninfo:申银万国行业分类
600233,2000-04-24,纺织服装,S350201,cninfo:申银万国行业分类
600233,2011-10-10,纺织服装,S350202,cninfo:申银万国行业分类
600233,2017-03-03,交通运输,S420801,cninfo:申银万国行业分类
600233,2021-07-30,交通运输,S420804,cninfo:申银万国行业分类
600246,2000-09-04,农林牧渔,S110502,cninfo:申银万国行业分类
600246,2002-09-01,房地产,S430101,cninfo:申银万国行业分类
600251,2003-06-09,农林牧渔,S110102,cninfo:申银万国行业分类
600251,2007-07-02,农林牧渔,S110102,cninfo:申银万国行业分类
600251,2008-06-02,化工,S220306,cninfo:申银万国行业分类
600251,2015-11-03,化工,S220306,cninfo:申银万国行业分类
600251,2016-07-01,农林牧渔,S110501,cninfo:申银万国行业分类
600252,2000-11-30,建筑建材,S250201,cninfo:申银万国行业分类
600252,2003-12-23,房地产,S430101,cninfo:申银万国行业分类
600252,2007-07-02,医药生物,S370102,cninfo:申银万国行业分类
600252,2008-06-02,医药生物,S370102,cninfo:申银万国行业分类
600252,2011-01-10,医药生物,S370201,cninfo:申银万国行业分类
600252,2011-10-10,医药生物,S370201,cninfo:申银万国行业分类
600256,2000-04-24,建筑建材,S250104,cninfo:申银万国行业分类
600256,2007-07-02,化工,S220101,cninfo:申银万国行业分类
600256,2021-07-30,石油石化,S750302,cninfo:申银万国行业分类
600259,2000-05-25,化工,S220401,cninfo:申银万国行业分类
600259,2008-06-02,化工,S220401,cninfo:申银万国行业分类
600259,2014-01-01,有色金属,S240501,cninfo:申银万国行业分类
600266,1998-12-09,建筑建材,S250201,cninfo:申银万国行业分类
600266,2001-09-01,房地产,S430101,cninfo:申银万国行业分类
600267,2000-07-25,医药生物,S370101,cninfo:申银万国行业分类
600267,2022-07-29,医药生物,S370102,cninfo:申银万国行业分类
600269,2000-04-20,交通运输,S420201,cninfo:申银万国行业分类
600269,2021-07-30,交通运输,S420901,cninfo:申银万国行业分类
600271,2003-07-07,信息服务,S470301,cninfo:申银万国行业分类
600271,2008-06-02,信息服务,S470303,cninfo:申银万国行业分类
600271,2014-01-01,计算机,S710202,cninfo:申银万国行业分类
600271,2021-07-30,计算机,S710301,cninfo:申银万国行业分类
600276,2000-10-18,医药生物,S370101,cninfo:申银万国行业分类
600276,2007-07-02,医药生物,S370101,cninfo:申银万国行业分类
600276,2008-01-02,医药生物,S370102,cninfo:申银万国行业分类
600282,2000-09-19,钢铁,S230101,cninfo:申银万国行业分类
600282,2021-07-30,钢铁,S230402,cninfo:申银万国行业分类
600282,2026-07-01,钢铁,S230501,cninfo:申银万国行业分类
600299,2000-04-20,化工,S220701,cninfo:申银万国行业分类
600299,2014-01-01,化工,S220309,cninfo:申银万国行业分类
600299,2021-07-30,基础化工,S220315,cninfo:申银万国行业分类
600300,2000-06-29,食品饮料,S340304,cninfo:申银万国行业分类
600300,2021-07-30,食品饮料,S340701,cninfo:申银万国行业分类
600307,2000-12-20,钢铁,S230101,cninfo:申银万国行业分类
600307,2021-07-30,钢铁,S230402,cninfo:申银万国行业分类
600309,2001-01-05,化工,S220701,cninfo:申银万国行业分类
600309,2011-10-10,基础化工,S220313,cninfo:申银万国行业分类
600312,2001-02-21,机械设备,S260404,cninfo:申银万国行业分类
600312,2014-01-01,电气设备,S630401,cninfo:申银万国行业分类
600312,2021-07-30,电力设备,S630801,cninfo:申银万国行业分类
600315,2001-03-15,化工,S220304,cninfo:申银万国行业分类
600315,2021-07-30,美容护理,S770202,cninfo:申银万国行业分类
600316,2000-12-14,交运设备,S310303,cninfo:申银万国行业分类
600316,2007-07-02,交运设备,S310304,cninfo:申银万国行业分类
600316,2014-01-01,国防军工,S650201,cninfo:申银万国行业分类
600320,2000-12-21,机械设备,S260204,cninfo:申银万国行业分类
600320,2008-06-02,机械设备,S640202,cninfo:申银万国行业分类
600320,2021-07-30,机械设备,S640203,cninfo:申银万国行业分类
600325,2004-02-25,房地产,S430101,cninfo:申银万国行业分类
600331,2001-12-20,化工,S220302,cninfo:申银万国行业分类
600331,2005-07-01,有色金属,S240101,cninfo:申银万国行业分类
600331,2007-07-02,有色金属,S240104,cninfo:申银万国行业分类
600331,2014-01-01,有色金属,S240303,cninfo:申银万国行业分类
600331,2022-07-29,基础化工,S220802,cninfo:申银万国行业分类
600332,2001-02-06,医药生物,S370201,cninfo:申银万国行业分类
600339,2000-12-25,化工,S220101,cninfo:申银万国行业分类
600339,2007-07-02,化工,S220101,cninfo:申银万国行业分类
600339,2008-06-02,化工,S220101,cninfo:申银万国行业分类
600339,2014-01-01,化工,S220313,cninfo:申银万国行业分类
600339,2017-07-03,采掘,S210401,cninfo:申银万国行业分类
600339,2021-07-30,石油石化,S750202,cninfo:申银万国行业分类
600340,2003-12-25,机械设备,S260205,cninfo:申银万国行业分类
600340,2007-07-02,机械设备,S260105,cninfo:申银万国行业分类
600340,2011-10-10,房地产,S430101,cninfo:申银万国行业分类
600340,2021-07-30,房地产,S430103,cninfo:申银万国行业分类
600346,2001-08-01,机械设备,S260207,cninfo:申银万国行业分类
600346,2008-06-02,机械设备,S640209,cninfo:申银万国行业分类
600346,2017-07-03,化工,S220401,cninfo:申银万国行业分类
600346,2021-07-30,石油石化,S750301,cninfo:申银万国行业分类
600348,2003-08-19,采掘,S210201,cninfo:申银万国行业分类
600348,2021-07-30,煤炭,S740102,cninfo:申银万国行业分类
600350,2002-03-18,交通运输,S420201,cninfo:申银万国行业分类
600350,2021-07-30,交通运输,S420901,cninfo:申银万国行业分类
600352,2003-07-31,化工,S220305,cninfo:申银万国行业分类
600352,2007-07-02,化工,S220305,cninfo:申银万国行业分类
600352,2008-01-02,基础化工,S220308,cninfo:申银万国行业分类
600352,2008-06-02,化工,S220308,cninfo:申银万国行业分类
600362,2002-01-11,有色金属,S240101,cninfo:申银万国行业分类
600362,2007-07-02,有色金属,S240103,cninfo:申银万国行业分类
