symbol,industry_effective_date,industry,industry_code,industry_source
600362,2008-06-02,有色金属,S240302,cninfo:申银万国行业分类
600369,2001-01-05,交通运输,S420601,cninfo:申银万国行业分类
600369,2007-07-02,金融服务,S440301,cninfo:申银万国行业分类
600369,2008-06-02,非银金融,S490101,cninfo:申银万国行业分类
600372,2001-07-04,交运设备,S310101,cninfo:申银万国行业分类
600372,2009-06-01,交运设备,S310304,cninfo:申银万国行业分类
600372,2014-01-01,国防军工,S650201,cninfo:申银万国行业分类
600373,2002-03-04,交运设备,S310103,cninfo:申银万国行业分类
600373,2009-10-09,传媒,S720101,cninfo:申银万国行业分类
600373,2017-07-03,传媒,S720302,cninfo:申银万国行业分类
600373,2021-07-30,传媒,S720902,cninfo:申银万国行业分类
600376,2001-02-09,房地产,S430101,cninfo:申银万国行业分类
600377,2001-01-16,交通运输,S420201,cninfo:申银万国行业分类
600377,2021-07-30,交通运输,S420901,cninfo:申银万国行业分类
600380,2001-06-08,医药生物,S370201,cninfo:申银万国行业分类
600380,2007-07-02,医药生物,S370201,cninfo:申银万国行业分类
600380,2008-06-02,医药生物,S370201,cninfo:申银万国行业分类
600380,2011-01-10,医药生物,S370102,cninfo:申银万国行业分类
600383,2001-02-08,房地产,S430101,cninfo:申银万国行业分类
600390,2001-01-05,有色金属,S240201,cninfo:申银万国行业分类
600390,2007-07-02,有色金属,S240201,cninfo:申银万国行业分类
600390,2008-06-02,有色金属,S240202,cninfo:申银万国行业分类
600390,2017-07-03,非银金融,S490301,cninfo:申银万国行业分类
600390,2021-07-30,非银金融,S490302,cninfo:申银万国行业分类
600395,2001-05-31,采掘,S210201,cninfo:申银万国行业分类
600395,2021-07-30,煤炭,S740102,cninfo:申银万国行业分类
600398,2000-12-28,纺织服装,S350201,cninfo:申银万国行业分类
600398,2011-01-10,纺织服装,S350202,cninfo:申银万国行业分类
600398,2021-07-30,纺织服饰,S350209,cninfo:申银万国行业分类
600403,2007-07-02,信息服务,S470301,cninfo:申银万国行业分类
600403,2008-06-02,信息服务,S470303,cninfo:申银万国行业分类
600403,2010-06-01,采掘,S210201,cninfo:申银万国行业分类
600403,2021-07-30,煤炭,S740101,cninfo:申银万国行业分类
600406,2003-10-15,机械设备,S260402,cninfo:申银万国行业分类
600406,2014-01-01,电气设备,S630201,cninfo:申银万国行业分类
600406,2021-07-30,电力设备,S630803,cninfo:申银万国行业分类
600415,2002-05-09,商业贸易,S450101,cninfo:申银万国行业分类
600415,2007-07-02,商业贸易,S450103,cninfo:申银万国行业分类
600415,2014-01-01,商业贸易,S450502,cninfo:申银万国行业分类
600415,2021-07-30,商贸零售,S450304,cninfo:申银万国行业分类
600418,2001-07-26,交运设备,S310102,cninfo:申银万国行业分类
600418,2008-06-02,汽车,S280102,cninfo:申银万国行业分类
600418,2017-07-03,汽车,S280101,cninfo:申银万国行业分类
600418,2021-07-30,汽车,S280601,cninfo:申银万国行业分类
600426,2002-06-01,化工,S220301,cninfo:申银万国行业分类
600426,2021-07-30,基础化工,S220205,cninfo:申银万国行业分类
600426,2022-07-29,基础化工,S220801,cninfo:申银万国行业分类
600428,2002-04-18,交通运输,S420601,cninfo:申银万国行业分类
600428,2021-07-30,交通运输,S421101,cninfo:申银万国行业分类
600436,2003-06-16,医药生物,S370201,cninfo:申银万国行业分类
600438,2004-03-01,农林牧渔,S110401,cninfo:申银万国行业分类
600438,2019-05-14,电气设备,S630303,cninfo:申银万国行业分类
600438,2021-07-30,电力设备,S630501,cninfo:申银万国行业分类
600446,2003-12-19,信息服务,S470301,cninfo:申银万国行业分类
600446,2008-06-02,信息服务,S470303,cninfo:申银万国行业分类
600446,2014-01-01,计算机,S710202,cninfo:申银万国行业分类
600446,2021-07-30,计算机,S710301,cninfo:申银万国行业分类
600456,2000-04-12,有色金属,S240101,cninfo:申银万国行业分类
600456,2007-07-02,有色金属,S240106,cninfo:申银万国行业分类
600456,2014-01-01,有色金属,S240504,cninfo:申银万国行业分类
600460,2003-03-11,电子,S270101,cninfo:申银万国行业分类
600460,2007-07-02,电子,S270101,cninfo:申银万国行业分类
600460,2008-06-02,电子,S270101,cninfo:申银万国行业分类
600460,2011-10-10,电子,S270302,cninfo:申银万国行业分类
600460,2016-07-01,电子,S270101,cninfo:申银万国行业分类
600460,2021-07-30,电子,S270102,cninfo:申银万国行业分类
600481,2003-04-22,机械设备,S260105,cninfo:申银万国行业分类
600481,2008-06-02,化工,S220501,cninfo:申银万国行业分类
600481,2014-01-01,机械设备,S640105,cninfo:申银万国行业分类
600481,2023-07-04,电力设备,S630501,cninfo:申银万国行业分类
600482,2004-07-13,交运设备,S310201,cninfo:申银万国行业分类
600482,2008-06-02,汽车,S280201,cninfo:申银万国行业分类
600482,2017-07-03,电气设备,S630305,cninfo:申银万国行业分类
600482,2019-07-09,国防军工,S650401,cninfo:申银万国行业分类
600482,2019-07-10,国防军工,S650401,cninfo:申银万国行业分类
600482,2022-07-29,电力设备,S630306,cninfo:申银万国行业分类
600487,2003-08-21,信息设备,S320103,cninfo:申银万国行业分类
600487,2008-06-02,通信,S730202,cninfo:申银万国行业分类
600487,2021-07-30,通信,S730205,cninfo:申银万国行业分类
600489,2003-08-12,有色金属,S240101,cninfo:申银万国行业分类
600489,2007-07-02,有色金属,S240105,cninfo:申银万国行业分类
600489,2008-06-02,有色金属,S240401,cninfo:申银万国行业分类
600497,2004-04-19,有色金属,S240101,cninfo:申银万国行业分类
600497,2007-07-02,有色金属,S240104,cninfo:申银万国行业分类
600497,2008-06-02,有色金属,S240303,cninfo:申银万国行业分类
600498,2001-07-26,信息设备,S320103,cninfo:申银万国行业分类
600498,2008-06-02,通信,S730202,cninfo:申银万国行业分类
600498,2021-07-30,通信,S730204,cninfo:申银万国行业分类
600500,2000-03-01,商业贸易,S450201,cninfo:申银万国行业分类
600500,2014-01-01,化工,S220303,cninfo:申银万国行业分类
600500,2018-07-13,基础化工,S220309,cninfo:申银万国行业分类
600500,2018-07-16,化工,S220309,cninfo:申银万国行业分类
600508,2001-08-29,采掘,S210201,cninfo:申银万国行业分类
600508,2021-07-30,煤炭,S740102,cninfo:申银万国行业分类
600515,2002-08-06,商业贸易,S450101,cninfo:申银万国行业分类
600515,2014-01-01,商业贸易,S450303,cninfo:申银万国行业分类
600515,2017-06-29,房地产,S430101,cninfo:申银万国行业分类
600515,2017-07-03,房地产,S430101,cninfo:申银万国行业分类
600515,2022-07-29,综合,S510101,cninfo:申银万国行业分类
600515,2023-07-04,房地产,S430101,cninfo:申银万国行业分类
600516,2002-08-30,有色金属,S240201,cninfo:申银万国行业分类
600516,2007-07-02,有色金属,S240201,cninfo:申银万国行业分类
600516,2008-06-02,有色金属,S240201,cninfo:申银万国行业分类
600516,2009-06-01,钢铁,S230101,cninfo:申银万国行业分类
600516,2011-10-10,有色金属,S240203,cninfo:申银万国行业分类
600516,2021-07-30,钢铁,S230302,cninfo:申银万国行业分类
600517,2003-10-09,机械设备,S260404,cninfo:申银万国行业分类
600517,2014-01-01,电气设备,S630402,cninfo:申银万国行业分类
600517,2021-07-30,电力设备,S630801,cninfo:申银万国行业分类
600517,2022-07-29,非银金融,S490304,cninfo:申银万国行业分类
600518,2001-03-19,医药生物,S370102,cninfo:申银万国行业分类
600518,2007-07-02,医药生物,S370102,cninfo:申银万国行业分类
600518,2008-06-02,医药生物,S370102,cninfo:申银万国行业分类
600518,2009-01-15,医药生物,S370201,cninfo:申银万国行业分类
600519,2001-07-31,食品饮料,S340301,cninfo:申银万国行业分类
600519,2021-07-30,食品饮料,S340501,cninfo:申银万国行业分类
600521,2003-03-04,医药生物,S370101,cninfo:申银万国行业分类
600521,2019-07-08,医药生物,S370102,cninfo:申银万国行业分类
600522,2002-10-24,信息设备,S320103,cninfo:申银万国行业分类
600522,2008-06-02,通信,S730202,cninfo:申银万国行业分类
600522,2021-07-30,通信,S730205,cninfo:申银万国行业分类
600528,2001-05-28,建筑建材,S250201,cninfo:申银万国行业分类
600528,2011-10-10,建筑建材,S250204,cninfo:申银万国行业分类
600528,2014-01-01,建筑装饰,S620304,cninfo:申银万国行业分类
600528,2019-07-08,机械设备,S640501,cninfo:申银万国行业分类
600535,2002-08-23,医药生物,S370201,cninfo:申银万国行业分类
600546,2003-07-29,建筑建材,S250201,cninfo:申银万国行业分类
600546,2009-10-09,采掘,S210201,cninfo:申银万国行业分类
600546,2021-07-30,煤炭,S740101,cninfo:申银万国行业分类
600547,2003-08-26,有色金属,S240101,cninfo:申银万国行业分类
600547,2007-07-02,有色金属,S240105,cninfo:申银万国行业分类
600547,2008-06-02,有色金属,S240401,cninfo:申银万国行业分类
600549,2002-11-07,有色金属,S240101,cninfo:申银万国行业分类
600549,2007-07-02,有色金属,S240106,cninfo:申银万国行业分类
600549,2014-01-01,有色金属,S240502,cninfo:申银万国行业分类
600550,2001-02-26,机械设备,S260404,cninfo:申银万国行业分类
600550,2014-01-01,电气设备,S630401,cninfo:申银万国行业分类
600550,2021-07-30,电力设备,S630801,cninfo:申银万国行业分类
600566,2001-08-01,机械设备,S260102,cninfo:申银万国行业分类
600566,2008-06-02,机械设备,S640102,cninfo:申银万国行业分类
600566,2014-07-01,医药生物,S370102,cninfo:申银万国行业分类
600566,2018-07-13,医药生物,S370201,cninfo:申银万国行业分类
600566,2018-07-16,医药生物,S370201,cninfo:申银万国行业分类
600569,2001-08-01,钢铁,S230101,cninfo:申银万国行业分类
600569,2021-07-30,钢铁,S230402,cninfo:申银万国行业分类
600570,2003-12-11,信息服务,S470301,cninfo:申银万国行业分类
600570,2008-06-02,信息服务,S470303,cninfo:申银万国行业分类
600570,2014-01-01,计算机,S710201,cninfo:申银万国行业分类
600570,2021-07-30,计算机,S710401,cninfo:申银万国行业分类
600578,2002-05-01,公用事业,S410104,cninfo:申银万国行业分类
600578,2017-06-29,公用事业,S410101,cninfo:申银万国行业分类
600578,2017-07-03,公用事业,S410101,cninfo:申银万国行业分类
600582,2002-05-01,机械设备,S260205,cninfo:申银万国行业分类
600582,2014-01-01,机械设备,S640203,cninfo:申银万国行业分类
600583,2002-02-05,建筑建材,S250201,cninfo:申银万国行业分类
600583,2011-10-10,采掘,S210401,cninfo:申银万国行业分类
600583,2021-07-30,石油石化,S750202,cninfo:申银万国行业分类
600584,2003-06-02,电子元器件,S270201,cninfo:申银万国行业分类
600584,2007-07-02,电子,S270102,cninfo:申银万国行业分类
600584,2008-06-02,电子,S270102,cninfo:申银万国行业分类
600584,2011-10-10,电子,S270101,cninfo:申银万国行业分类
600584,2021-07-30,电子,S270107,cninfo:申银万国行业分类
600585,2002-02-07,建筑建材,S250102,cninfo:申银万国行业分类
600585,2008-06-02,建筑材料,S610101,cninfo:申银万国行业分类
600588,2001-05-18,信息服务,S470301,cninfo:申银万国行业分类
600588,2008-06-02,信息服务,S470302,cninfo:申银万国行业分类
600588,2014-01-01,计算机,S710201,cninfo:申银万国行业分类
600588,2021-07-30,计算机,S710402,cninfo:申银万国行业分类
600595,2002-06-26,有色金属,S240101,cninfo:申银万国行业分类
600595,2007-07-02,有色金属,S240102,cninfo:申银万国行业分类
600595,2008-06-02,有色金属,S240301,cninfo:申银万国行业分类
600596,2001-08-06,化工,S220303,cninfo:申银万国行业分类
600596,2019-07-08,化工,S220309,cninfo:申银万国行业分类
600596,2021-07-30,基础化工,S220316,cninfo:申银万国行业分类
600596,2023-07-04,基础化工,S220803,cninfo:申银万国行业分类
600597,2002-08-28,食品饮料,S340202,cninfo:申银万国行业分类
600597,2011-01-10,食品饮料,S340403,cninfo:申银万国行业分类
600597,2021-07-30,食品饮料,S340702,cninfo:申银万国行业分类
600598,2002-03-29,农林牧渔,S110103,cninfo:申银万国行业分类
600598,2007-07-02,农林牧渔,S110103,cninfo:申银万国行业分类
600598,2008-06-02,农林牧渔,S110103,cninfo:申银万国行业分类
600598,2011-01-10,农林牧渔,S110102,cninfo:申银万国行业分类
600598,2011-10-10,农林牧渔,S110102,cninfo:申银万国行业分类
600600,1993-08-27,食品饮料,S340302,cninfo:申银万国行业分类
600600,2021-07-30,食品饮料,S340601,cninfo:申银万国行业分类
600601,1990-12-19,商业贸易,S450101,cninfo:申银万国行业分类
600601,2000-09-01,信息设备,S320201,cninfo:申银万国行业分类
600601,2008-06-02,计算机,S710101,cninfo:申银万国行业分类
600601,2019-07-08,电子,S270202,cninfo:申银万国行业分类
600606,1992-03-27,房地产,S430101,cninfo:申银万国行业分类
600611,1992-08-07,交通运输,S420301,cninfo:申银万国行业分类
600611,2021-07-30,交通运输,S420902,cninfo:申银万国行业分类
600633,1993-03-04,家用电器,S330101,cninfo:申银万国行业分类
600633,2006-09-01,化工,S220304,cninfo:申银万国行业分类
600633,2007-07-02,化工,S220304,cninfo:申银万国行业分类
600633,2008-06-02,化工,S220304,cninfo:申银万国行业分类
600633,2014-01-01,传媒,S720101,cninfo:申银万国行业分类
600633,2018-07-16,传媒,S720302,cninfo:申银万国行业分类
600633,2021-07-30,传媒,S720401,cninfo:申银万国行业分类
600635,1991-08-01,公用事业,S410301,cninfo:申银万国行业分类
600635,2002-05-01,公用事业,S410301,cninfo:申银万国行业分类
600635,2007-07-02,公用事业,S410301,cninfo:申银万国行业分类
600635,2008-06-02,公用事业,S410301,cninfo:申银万国行业分类
600635,2015-01-18,公用事业,S410301,cninfo:申银万国行业分类
600635,2016-07-01,公用事业,S410301,cninfo:申银万国行业分类
600637,1993-03-16,家用电器,S330201,cninfo:申银万国行业分类
600637,2007-07-02,家用电器,S330201,cninfo:申银万国行业分类
600637,2008-06-02,家用电器,S330201,cninfo:申银万国行业分类
600637,2014-01-01,传媒,S720103,cninfo:申银万国行业分类
600637,2021-07-30,传媒,S721001,cninfo:申银万国行业分类
600638,1993-03-26,房地产,S430101,cninfo:申银万国行业分类
600639,1993-03-26,房地产,S430201,cninfo:申银万国行业分类
600639,2021-07-30,房地产,S430103,cninfo:申银万国行业分类
600642,1993-04-16,公用事业,S410101,cninfo:申银万国行业分类
600643,1993-04-26,金融服务,S440201,cninfo:申银万国行业分类
600643,2008-06-02,非银金融,S490301,cninfo:申银万国行业分类
600643,2021-07-30,非银金融,S490302,cninfo:申银万国行业分类
600648,1993-05-04,房地产,S430201,cninfo:申银万国行业分类
600648,2021-07-30,房地产,S430103,cninfo:申银万国行业分类
600649,1993-05-18,公用事业,S410201,cninfo:申银万国行业分类
600649,2007-07-02,公用事业,S410201,cninfo:申银万国行业分类
600649,2008-06-02,公用事业,S410201,cninfo:申银万国行业分类
600649,2010-01-01,房地产,S430101,cninfo:申银万国行业分类
600649,2010-06-01,房地产,S430101,cninfo:申银万国行业分类
600654,1990-12-19,电子元器件,S270201,cninfo:申银万国行业分类
600654,2011-10-10,电子,S270203,cninfo:申银万国行业分类
600654,2015-07-01,计算机,S710201,cninfo:申银万国行业分类
600654,2021-07-30,计算机,S710401,cninfo:申银万国行业分类
600655,1992-09-02,商业贸易,S450101,cninfo:申银万国行业分类
600655,2012-07-02,商业贸易,S450401,cninfo:申银万国行业分类
600655,2021-07-30,商贸零售,S450304,cninfo:申银万国行业分类
600657,1992-12-21,商业贸易,S450101,cninfo:申银万国行业分类
600657,1999-09-01,信息服务,S470301,cninfo:申银万国行业分类
600657,2008-06-02,信息服务,S470303,cninfo:申银万国行业分类
600657,2009-01-01,房地产,S430101,cninfo:申银万国行业分类
600657,2009-06-01,房地产,S430101,cninfo:申银万国行业分类
600660,1993-06-10,建筑建材,S250101,cninfo:申银万国行业分类
600660,2007-07-02,交运设备,S310201,cninfo:申银万国行业分类
600660,2008-06-02,汽车,S280201,cninfo:申银万国行业分类
600660,2021-07-30,汽车,S280202,cninfo:申银万国行业分类
600663,1993-06-28,房地产,S430201,cninfo:申银万国行业分类
600663,2021-07-30,房地产,S430102,cninfo:申银万国行业分类
600664,1993-06-29,医药生物,S370103,cninfo:申银万国行业分类
600664,2008-06-02,医药生物,S370101,cninfo:申银万国行业分类
600664,2008-10-07,医药生物,S370102,cninfo:申银万国行业分类
600666,2015-11-02,电子,S270301,cninfo:申银万国行业分类
600666,2016-07-01,电子,S270301,cninfo:申银万国行业分类
600666,2026-07-01,计算机,S710301,cninfo:申银万国行业分类
600674,1993-09-24,钢铁,S230102,cninfo:申银万国行业分类
600674,2005-07-01,公用事业,S410101,cninfo:申银万国行业分类
600674,2007-07-02,公用事业,S410101,cninfo:申银万国行业分类
600674,2008-06-02,公用事业,S410101,cninfo:申银万国行业分类
600674,2011-01-10,公用事业,S410102,cninfo:申银万国行业分类
600674,2011-10-10,公用事业,S410102,cninfo:申银万国行业分类
600675,1993-09-24,房地产,S430101,cninfo:申银万国行业分类
600682,1993-10-18,商业贸易,S450101,cninfo:申银万国行业分类
600682,2014-01-01,商业贸易,S450301,cninfo:申银万国行业分类
600682,2020-06-11,医药生物,S370301,cninfo:申银万国行业分类
600682,2021-07-30,医药生物,S370304,cninfo:申银万国行业分类
600682,2023-07-04,综合,S510101,cninfo:申银万国行业分类
600685,1993-10-28,交运设备,S310303,cninfo:申银万国行业分类
600685,2007-07-02,交运设备,S310305,cninfo:申银万国行业分类
600685,2008-06-02,国防军工,S650401,cninfo:申银万国行业分类
600688,1993-11-08,化工,S220101,cninfo:申银万国行业分类
600688,2021-07-30,石油石化,S750301,cninfo:申银万国行业分类
600690,1993-11-19,家用电器,S330102,cninfo:申银万国行业分类
600690,2007-07-02,家用电器,S330102,cninfo:申银万国行业分类
600690,2008-06-02,家用电器,S330102,cninfo:申银万国行业分类
600690,2011-10-10,家用电器,S330101,cninfo:申银万国行业分类
600690,2021-07-30,家用电器,S330106,cninfo:申银万国行业分类
600694,1993-11-22,商业贸易,S450101,cninfo:申银万国行业分类
600694,2014-01-01,商贸零售,S450303,cninfo:申银万国行业分类
600703,1996-05-28,农林牧渔,S110502,cninfo:申银万国行业分类
600703,2007-07-02,农林牧渔,S110502,cninfo:申银万国行业分类
600703,2008-06-02,农林牧渔,S110502,cninfo:申银万国行业分类
600703,2009-06-01,电子,S270102,cninfo:申银万国行业分类
600703,2011-01-10,电子,S270302,cninfo:申银万国行业分类
600703,2011-10-10,电子,S270302,cninfo:申银万国行业分类
600704,1996-06-06,商业贸易,S450201,cninfo:申银万国行业分类
600704,2007-07-02,商业贸易,S450201,cninfo:申银万国行业分类
600704,2008-06-02,商业贸易,S450201,cninfo:申银万国行业分类
600704,2014-01-01,商业贸易,S450401,cninfo:申银万国行业分类
600704,2017-07-03,综合,S510101,cninfo:申银万国行业分类
600704,2019-07-08,交通运输,S420801,cninfo:申银万国行业分类
600704,2021-07-30,交通运输,S420802,cninfo:申银万国行业分类
600717,1996-06-14,交通运输,S420101,cninfo:申银万国行业分类
600717,2021-07-30,交通运输,S421102,cninfo:申银万国行业分类
600718,1996-06-18,信息服务,S470301,cninfo:申银万国行业分类
600718,2008-06-02,信息服务,S470302,cninfo:申银万国行业分类
600718,2014-01-01,计算机,S710202,cninfo:申银万国行业分类
600718,2021-07-30,计算机,S710301,cninfo:申银万国行业分类
600732,1996-08-16,机械设备,S260204,cninfo:申银万国行业分类
600732,2005-07-01,房地产,S430101,cninfo:申银万国行业分类
600732,2020-12-21,电气设备,S630303,cninfo:申银万国行业分类
600732,2021-07-30,电力设备,S630502,cninfo:申银万国行业分类
600733,1996-07-23,家用电器,S330105,cninfo:申银万国行业分类
600733,2001-05-01,信息设备,S320103,cninfo:申银万国行业分类
600733,2007-07-02,金融服务,S440301,cninfo:申银万国行业分类
600733,2015-01-18,综合,S510101,cninfo:申银万国行业分类
600733,2016-07-01,房地产,S430101,cninfo:申银万国行业分类
600733,2018-07-16,汽车,S280101,cninfo:申银万国行业分类
600733,2021-07-30,汽车,S280502,cninfo:申银万国行业分类
600733,2022-07-29,汽车,S280501,cninfo:申银万国行业分类
600737,1996-07-04,建筑建材,S250102,cninfo:申银万国行业分类
600737,2001-09-01,食品饮料,S340304,cninfo:申银万国行业分类
600737,2008-06-02,农林牧渔,S110501,cninfo:申银万国行业分类
600737,2017-06-29,农林牧渔,S110504,cninfo:申银万国行业分类
600737,2017-07-03,农林牧渔,S110504,cninfo:申银万国行业分类
600739,1996-08-19,商业贸易,S450201,cninfo:申银万国行业分类
600739,2007-07-02,金融服务,S440301,cninfo:申银万国行业分类
600739,2014-01-01,非银金融,S490101,cninfo:申银万国行业分类
600739,2014-07-01,商业贸易,S450201,cninfo:申银万国行业分类
600739,2019-07-08,医药生物,S370301,cninfo:申银万国行业分类
600739,2021-07-30,医药生物,S370303,cninfo:申银万国行业分类
600741,1996-08-26,交通运输,S420301,cninfo:申银万国行业分类
600741,2007-07-02,交通运输,S420301,cninfo:申银万国行业分类
600741,2008-06-02,交通运输,S420301,cninfo:申银万国行业分类
600741,2014-01-01,汽车,S280201,cninfo:申银万国行业分类
600741,2021-07-30,汽车,S280202,cninfo:申银万国行业分类
600745,2008-06-02,纺织服装,S350201,cninfo:申银万国行业分类
600745,2010-06-01,房地产,S430101,cninfo:申银万国行业分类
600745,2017-07-03,通信,S730201,cninfo:申银万国行业分类
600745,2017-12-07,电子,S270502,cninfo:申银万国行业分类
600745,2021-07-30,电子,S270504,cninfo:申银万国行业分类
600745,2022-07-29,电子,S270102,cninfo:申银万国行业分类
600748,2003-05-01,房地产,S430101,cninfo:申银万国行业分类
600754,1996-10-11,休闲服务,S460201,cninfo:申银万国行业分类
600754,2021-07-30,社会服务,S460901,cninfo:申银万国行业分类
600760,1996-10-11,交运设备,S310302,cninfo:申银万国行业分类
600760,2011-10-10,交运设备,S310304,cninfo:申银万国行业分类
600760,2014-01-01,国防军工,S650301,cninfo:申银万国行业分类
600760,2018-07-13,国防军工,S650201,cninfo:申银万国行业分类
600760,2018-07-16,国防军工,S650201,cninfo:申银万国行业分类
600763,1996-10-21,纺织服装,S350201,cninfo:申银万国行业分类
600763,2001-05-01,化工,S220404,cninfo:申银万国行业分类
600763,2007-07-02,医药生物,S370601,cninfo:申银万国行业分类
600763,2021-07-30,医药生物,S370604,cninfo:申银万国行业分类
600770,1996-11-20,信息服务,S470203,cninfo:申银万国行业分类
600770,2009-06-01,信息服务,S470201,cninfo:申银万国行业分类
600770,2011-01-10,综合,S510101,cninfo:申银万国行业分类
600770,2011-10-10,综合,S510101,cninfo:申银万国行业分类
600779,1996-12-06,食品饮料,S340301,cninfo:申银万国行业分类
600779,2021-07-30,食品饮料,S340501,cninfo:申银万国行业分类
600782,1996-12-25,黑色金属,S230201,cninfo:申银万国行业分类
600782,2008-06-02,机械设备,S260501,cninfo:申银万国行业分类
600782,2009-06-01,钢铁,S230101,cninfo:申银万国行业分类
600782,2021-07-30,钢铁,S230402,cninfo:申银万国行业分类
600783,1996-12-25,机械设备,S260103,cninfo:申银万国行业分类
600783,2006-09-01,食品饮料,S340201,cninfo:申银万国行业分类
600783,2007-07-02,综合,S510101,cninfo:申银万国行业分类
600783,2008-06-02,综合,S510101,cninfo:申银万国行业分类
600783,2014-01-01,非银金融,S490301,cninfo:申银万国行业分类
600783,2021-07-30,综合,S510101,cninfo:申银万国行业分类
600783,2022-07-29,机械设备,S640103,cninfo:申银万国行业分类
600795,1997-03-18,公用事业,S410101,cninfo:申银万国行业分类
600803,1994-01-03,医药生物,S370301,cninfo:申银万国行业分类
600803,2007-07-02,医药生物,S370301,cninfo:申银万国行业分类
600803,2008-06-02,医药生物,S370301,cninfo:申银万国行业分类
600803,2011-10-10,化工,S220303,cninfo:申银万国行业分类
600803,2017-07-03,公用事业,S410401,cninfo:申银万国行业分类
600803,2019-07-08,化工,S220309,cninfo:申银万国行业分类
600803,2020-08-31,公用事业,S410301,cninfo:申银万国行业分类
600803,2020-09-01,公用事业,S410301,cninfo:申银万国行业分类
600808,1994-01-06,钢铁,S230101,cninfo:申银万国行业分类
600808,2021-07-30,钢铁,S230402,cninfo:申银万国行业分类
600809,1994-01-06,食品饮料,S340301,cninfo:申银万国行业分类
600809,2021-07-30,食品饮料,S340501,cninfo:申银万国行业分类
600812,1994-01-14,医药生物,S370101,cninfo:申银万国行业分类
600812,2018-07-13,医药生物,S370102,cninfo:申银万国行业分类
600812,2018-07-16,医药生物,S370102,cninfo:申银万国行业分类
600816,1994-01-28,金融服务,S440201,cninfo:申银万国行业分类
600816,2008-06-02,非银金融,S490301,cninfo:申银万国行业分类
600816,2021-07-30,非银金融,S490304,cninfo:申银万国行业分类
600820,1994-01-28,建筑建材,S250201,cninfo:申银万国行业分类
600820,2011-10-10,建筑建材,S250204,cninfo:申银万国行业分类
600820,2014-01-01,建筑装饰,S620301,cninfo:申银万国行业分类
600820,2021-07-30,建筑装饰,S620306,cninfo:申银万国行业分类
600827,1994-02-04,商业贸易,S450102,cninfo:申银万国行业分类
600827,2012-07-02,商业贸易,S450101,cninfo:申银万国行业分类
600827,2014-01-01,商贸零售,S450303,cninfo:申银万国行业分类
600835,1993-08-06,家用电器,S330101,cninfo:申银万国行业分类
600835,1999-09-01,机械设备,S260202,cninfo:申银万国行业分类
600835,2014-01-01,机械设备,S640204,cninfo:申银万国行业分类
600839,1994-03-11,家用电器,S330201,cninfo:申银万国行业分类
600845,1993-10-08,钢铁,S230102,cninfo:申银万国行业分类
600845,2002-05-01,信息服务,S470301,cninfo:申银万国行业分类
600845,2014-01-01,计算机,S710202,cninfo:申银万国行业分类
600845,2021-07-30,计算机,S710301,cninfo:申银万国行业分类
600848,1994-03-24,机械设备,S260301,cninfo:申银万国行业分类
600848,2008-06-02,机械设备,S640301,cninfo:申银万国行业分类
600848,2016-07-01,房地产,S430201,cninfo:申银万国行业分类
600848,2021-07-30,房地产,S430103,cninfo:申银万国行业分类
600859,1994-05-06,商业贸易,S450101,cninfo:申银万国行业分类
600859,2014-01-01,商贸零售,S450301,cninfo:申银万国行业分类
600863,1994-05-20,公用事业,S410101,cninfo:申银万国行业分类
600867,1994-08-24,医药生物,S370301,cninfo:申银万国行业分类
600867,2021-07-30,医药生物,S370304,cninfo:申银万国行业分类
600871,1994-04-11,化工,S220401,cninfo:申银万国行业分类
600871,2015-07-01,采掘,S210401,cninfo:申银万国行业分类
600871,2021-07-30,石油石化,S750201,cninfo:申银万国行业分类
600872,1995-01-24,房地产,S430201,cninfo:申银万国行业分类
600872,2007-07-02,房地产,S430201,cninfo:申银万国行业分类
600872,2008-06-02,房地产,S430201,cninfo:申银万国行业分类
600872,2011-10-10,食品饮料,S340402,cninfo:申银万国行业分类
600872,2021-07-30,食品饮料,S340901,cninfo:申银万国行业分类
600873,1995-01-06,餐饮旅游,S460201,cninfo:申银万国行业分类
600873,2004-05-01,机械设备,S260404,cninfo:申银万国行业分类
600873,2011-10-10,食品饮料,S340402,cninfo:申银万国行业分类
600873,2017-07-03,农林牧渔,S110504,cninfo:申银万国行业分类
600873,2021-07-30,食品饮料,S340901,cninfo:申银万国行业分类
600873,2022-07-29,基础化工,S220315,cninfo:申银万国行业分类
600874,1995-06-30,公用事业,S410401,cninfo:申银万国行业分类
600874,2006-09-01,公用事业,S410201,cninfo:申银万国行业分类
600874,2021-07-30,环保,S760102,cninfo:申银万国行业分类
600875,1995-10-10,机械设备,S260403,cninfo:申银万国行业分类
600875,2014-01-01,电力设备,S630301,cninfo:申银万国行业分类
600879,1995-11-15,机械设备,S260207,cninfo:申银万国行业分类
600879,2007-07-02,交运设备,S310304,cninfo:申银万国行业分类
600879,2014-01-01,国防军工,S650101,cninfo:申银万国行业分类
600880,1995-11-15,信息服务,S470401,cninfo:申银万国行业分类
600880,2008-06-02,传媒,S720101,cninfo:申银万国行业分类
600880,2021-07-30,社会服务,S461101,cninfo:申银万国行业分类
600880,2022-07-29,社会服务,S461103,cninfo:申银万国行业分类
600881,1995-11-15,房地产,S430101,cninfo:申银万国行业分类
600881,2006-09-01,建筑建材,S250102,cninfo:申银万国行业分类
