experiment_id,score,policy,top_k,cost_bps,gross_total_return,net_total_return,net_research_proxy_alpha,average_one_way_turnover
C2_STABLE_CORE_REG,lgbm_stable_core,lgbm_stable_core_sector_top40,40,20,0.5537043999610163,0.3469421919829061,0.06981014435443433,0.49774776582937896
C2_STABLE_CORE_REG,lgbm_stable_core,lgbm_stable_core_sector_top40,40,30,0.5537043999610163,0.2539790302562259,-0.023153017372245843,0.49774776582937896
C2_STABLE_CORE_REG,lgbm_stable_core,lgbm_stable_core_sector_top40,40,50,0.5537043999610163,0.08661229964442518,-0.19051974798404658,0.49774776582937896
C2_STABLE_CORE_REG,lgbm_stable_core,lgbm_stable_core_sector_top50,50,0,0.42602607540126125,0.42602607540126125,0.14889402777278948,0.46105970537525603
C2_STABLE_CORE_REG,lgbm_stable_core,lgbm_stable_core_sector_top50,50,10,0.42602607540126125,0.3347292727737585,0.05759722514528676,0.46105970537525603
C2_STABLE_CORE_REG,lgbm_stable_core,lgbm_stable_core_sector_top50,50,20,0.42602607540126125,0.24919664539833453,-0.02793540223013724,0.46105970537525603
C2_STABLE_CORE_REG,lgbm_stable_core,lgbm_stable_core_sector_top50,50,30,0.42602607540126125,0.1690693651495958,-0.10806268247887596,0.46105970537525603
C2_STABLE_CORE_REG,lgbm_stable_core,lgbm_stable_core_sector_top50,50,50,0.42602607540126125,0.023704301195860644,-0.2534277464326111,0.46105970537525603
C2_STABLE_CORE_REG,lgbm_stable_core,lgbm_stable_core_buffer20_30,20,0,0.5013660705307605,0.5013660705307605,0.22423402290228878,0.4109616275604601
C2_STABLE_CORE_REG,lgbm_stable_core,lgbm_stable_core_buffer20_30,20,10,0.5013660705307605,0.4154269033169511,0.13829485568847932,0.4109616275604601
C2_STABLE_CORE_REG,lgbm_stable_core,lgbm_stable_core_buffer20_30,20,20,0.5013660705307605,0.3343334994674265,0.05720145183895475,0.4109616275604601
C2_STABLE_CORE_REG,lgbm_stable_core,lgbm_stable_core_buffer20_30,20,30,0.5013660705307605,0.2578167626280756,-0.019315285000396143,0.4109616275604601
C2_STABLE_CORE_REG,lgbm_stable_core,lgbm_stable_core_buffer20_30,20,50,0.5013660705307605,0.11750968298091569,-0.15962236464755608,0.4109616275604601
