experiment_id,score,dimension,bucket,rows,dates,rank_ic_mean,rank_ic_median,rank_ic_std,icir,positive_ic_ratio,pearson_ic_mean,rank_ic_t_stat
B1_SHALLOW_REG,lgbm_shallow,volatility,low,119106,1434,0.014537776686610075,0.012056266194283806,0.18498038874508266,0.07859090785371989,0.5299860529986054,-0.00014275683565605416,2.9760956240161183
B1_SHALLOW_REG,lgbm_shallow,volatility,mid,118636,1434,0.01019666311695917,0.004951461840162056,0.17538792114205953,0.05813777283271489,0.5090655509065551,0.003490589714456696,2.201572370680998
B1_SHALLOW_REG,lgbm_shallow,volatility,high,119577,1434,0.05451415339931809,0.05003822942339233,0.16917940398523204,0.3222268911886977,0.596931659693166,0.04014836501193117,12.202149930522918
B2_STRONG_REG,lgbm_strong_reg,market_regime,neutral,200979,804,0.06548409201988518,0.04526083633348034,0.18754172901383756,0.3491707811601412,0.6082089552238806,0.0340805115332885,9.900700403024551
B2_STRONG_REG,lgbm_strong_reg,market_regime,risk_off,82185,333,0.01618602004592103,0.008316935868666832,0.21125363853446738,0.07661889356419382,0.5225225225225225,0.00017778696742988323,1.3981636046555568
B2_STRONG_REG,lgbm_strong_reg,market_regime,risk_on,74155,297,0.03299566035592809,0.0478534750374961,0.2502819384813686,0.13183396515200133,0.5791245791245792,-0.00259891285370105,2.271985415271549
B2_STRONG_REG,lgbm_strong_reg,sector,consumer,24685,197,-0.012848906031226867,-0.022077922077922082,0.3328286555153044,-0.038605167608941164,0.467005076142132,0.030717635639311104,-0.5418493483658946
B2_STRONG_REG,lgbm_strong_reg,sector,cyclical_manufacturing,125839,1434,0.06362873969156875,0.06191732399739118,0.2204146128284762,0.28867750134644576,0.6185495118549512,0.0421076726697862,10.931695179144056
B2_STRONG_REG,lgbm_strong_reg,sector,defensive,18436,0,,,,,,,
B2_STRONG_REG,lgbm_strong_reg,sector,finance_real_estate,63024,1434,0.08786369091849648,0.09602749627852407,0.33776848239493407,0.2601299277407485,0.608786610878661,0.07137248916003508,9.850650167648208
B2_STRONG_REG,lgbm_strong_reg,sector,healthcare,33513,860,0.04549845701475801,0.04454089388871997,0.20028184858194217,0.22717214434009497,0.6093023255813953,0.03867089027479927,6.661995010588508
B2_STRONG_REG,lgbm_strong_reg,sector,other,21075,382,-0.019630772863374824,-0.032391138273491216,0.2123752087912809,-0.09243438994175467,0.4397905759162304,-0.0498508434211442,-1.8066135396291771
B2_STRONG_REG,lgbm_strong_reg,sector,technology,70747,1434,0.006944439319607415,0.0031055157097009973,0.2330554867981163,0.02979736463198147,0.5062761506276151,-0.0035920533371021452,1.1283723386108626
