experiment_id,score,policy,top_k,buffer_exit_rank,periods,gross_total_return,net_total_return,transaction_cost_rate_sum,transaction_cost_sum,compounded_total_return_drag,research_proxy_return,gross_research_proxy_alpha,net_research_proxy_alpha,net_cagr,sharpe,sortino,max_drawdown,average_one_way_turnover,annualized_turnover,average_transaction_cost_rate,mean_maximum_sector_weight,p95_maximum_sector_weight,worst_maximum_sector_weight,average_size_rank,average_liquidity_rank,mean_top_minus_bottom_spread,blocked_sell_orders,terminal_unliquidated_positions,exit_tradability_status,pnl_classification
G1_RIDGE_GEN2,ridge_gen2,ridge_gen2_sector_top20,20,,72,0.19132793228403622,0.0880513892896968,0.09079136002322669,0.09079136002322669,0.10327654299433942,0.27713204762847177,-0.08580411534443555,-0.18908065833877497,0.014877551724491456,0.1681914247687172,0.3096974254493939,-0.3802290580887647,0.6003239893070164,7.564082265268406,0.001260991111433704,0.34661104635660783,0.409276051232765,0.4124164604523166,0.3330801233988596,0.09538779233240434,0.0024776837008352332,0,0,CANONICAL_STATEFUL_RESEARCH_LEDGER,RESEARCH_PROXY_ONLY
G2_RIDGE_STABLE_CORE,ridge_stable_core,ridge_stable_core_sector_top20,20,,72,0.47500749952871435,0.34575839562319444,0.09149101051138706,0.09149101051138706,0.1292491039055199,0.27713204762847177,0.19787545190024258,0.06862634799472267,0.05334161420354189,0.41827956452158277,0.7356813710782945,-0.159867983489264,0.6049501505208942,7.6223718965632665,0.0012707084793248202,0.347306002079505,0.4089881382022387,0.4200766687939512,0.30088483527436066,0.09293362000795868,0.0040926060895371645,0,0,CANONICAL_STATEFUL_RESEARCH_LEDGER,RESEARCH_PROXY_ONLY
H1_ENSEMBLE_50_50,ensemble_50_50,ensemble_50_50_sector_top20,20,,72,0.42746814999190796,0.3025976280296214,0.09151243612422216,0.09151243612422216,0.12487052196228654,0.27713204762847177,0.1503361023634362,0.025465580401149657,0.04734990952098572,0.3645326965278843,0.7571129352393953,-0.2463932087076054,0.6050918188835391,7.624156917932593,0.0012710060572808633,0.34590182630287825,0.4082014643872367,0.4160687158462245,0.3461994619218571,0.1254518167501598,0.005444754396172042,0,0,CANONICAL_STATEFUL_RESEARCH_LEDGER,RESEARCH_PROXY_ONLY
H2_ENSEMBLE_PAST_IC,ensemble_past_ic,ensemble_past_ic_sector_top20,20,,72,0.37762825800569466,0.25766034465361765,0.09113322436073912,0.09113322436073912,0.11996791335207702,0.27713204762847177,0.1004962103772229,-0.01947170297485412,0.04093494716685875,0.32890824329017343,0.6655580495216524,-0.2604706153588886,0.602584431578366,7.592563837887412,0.0012657392272324877,0.34624534901240256,0.40729710586703105,0.4204612093231,0.346902486771799,0.12344781473129493,0.005079568863664057,0,0,CANONICAL_STATEFUL_RESEARCH_LEDGER,RESEARCH_PROXY_ONLY
H3_ENSEMBLE_REGIME,ensemble_regime,ensemble_regime_sector_top20,20,,72,0.3378851835296781,0.22089118791274442,0.0915182247787401,0.0915182247787401,0.11699399561693369,0.27713204762847177,0.060753135901206345,-0.05624085971572734,0.03554378817308179,0.29659929238882327,0.6026321776333159,-0.2581707037759253,0.6051300940644538,7.624639185212118,0.0012710864552602792,0.34614208381580924,0.4072799925115191,0.4171310196495819,0.3468312567601613,0.12138712969742989,0.00481570532568551,0,0,CANONICAL_STATEFUL_RESEARCH_LEDGER,RESEARCH_PROXY_ONLY
I_RESIDUALIZED_SCORE,residualized_shallow,residualized_shallow_sector_top20,20,,72,0.3423475727802041,0.2182153376121998,0.09678138292391776,0.09678138292391776,0.12413223516800431,0.27713204762847177,0.06521552515173235,-0.05891671001627197,0.03514624494864638,0.2745378772127428,0.5931091347495011,-0.40050072229860256,0.6399306387446217,8.063126048182234,0.0013441858739433022,0.3460942116631721,0.412538187774527,0.42918151133207194,0.30398950917949047,0.23264678575700407,0.004434763749876998,0,0,CANONICAL_STATEFUL_RESEARCH_LEDGER,RESEARCH_PROXY_ONLY
A_GEN2_BASELINE,gen2_baseline,gen2_baseline_sector_top10,10,,72,0.4107593757159933,0.2769092481487361,0.0997847613264864,0.0997847613264864,0.13385012756725723,0.27713204762847177,0.13362732808752154,-0.00022279947973569136,0.04370558075188469,0.3409801053241718,0.719624230481879,-0.21321148646487098,0.6597892866147804,8.313345011346232,0.0013858994628678665,0.2895012393395717,0.3981738078353151,0.41341710325565273,0.36505014045329026,0.15664234139637614,0.006282055000729194,0,0,CANONICAL_STATEFUL_RESEARCH_LEDGER,RESEARCH_PROXY_ONLY
A_GEN2_BASELINE,gen2_baseline,gen2_baseline_sector_top30,30,,72,0.5434589510147776,0.42184715282139407,0.08197041479548442,0.08197041479548442,0.12161179819338352,0.27713204762847177,0.2663269033863058,0.1447151051929223,0.06352881168549573,0.4667025447253008,0.9678408251021655,-0.22661550403118236,0.5419989893636612,6.829187265982131,0.001138477983270617,0.3448260283322468,0.4061832176163598,0.41934916805746214,0.3551347180500145,0.16588485017917995,0.006374132652644411,0,0,CANONICAL_STATEFUL_RESEARCH_LEDGER,RESEARCH_PROXY_ONLY
A_GEN2_BASELINE,gen2_baseline,gen2_baseline_sector_top40,40,,72,0.5461813349677074,0.4336775801721311,0.07536949876814805,0.07536949876814805,0.11250375479557628,0.27713204762847177,0.2690492873392356,0.15654553254365933,0.06507210761097193,0.4601898901994783,0.9442458624547924,-0.23923156473651186,0.4983530515440213,6.279248449454668,0.0010467985940020564,0.34780484958121494,0.4229451236469775,0.428980366721135,0.35244540992132406,0.17400180345587157,0.00611009298490878,0,0,CANONICAL_STATEFUL_RESEARCH_LEDGER,RESEARCH_PROXY_ONLY
A_GEN2_BASELINE,gen2_baseline,gen2_baseline_sector_top50,50,,72,0.6098737160767953,0.5026566455155472,0.06883821948362549,0.06883821948362549,0.10721707056124807,0.27713204762847177,0.33274166844832354,0.22552459788707546,0.07386690277102836,0.511901711357482,1.0897710531965001,-0.2365090853810029,0.45516755905260964,5.735111244062881,0.0009560863817170207,0.34751220970528585,0.4121868636628034,0.42204538199766084,0.34923075794372554,0.17775634267732562,0.00625955192998269,0,0,CANONICAL_STATEFUL_RESEARCH_LEDGER,RESEARCH_PROXY_ONLY
